pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000025,5493435343962,2025-07-30 14:43:00,confirmado,52000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000026,5493435343962,2025-08-29 10:51:00,confirmado,77000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000027,5493435343962,2025-09-12 10:56:00,confirmado,47500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000028,5493435343962,2025-10-01 08:34:00,confirmado,112500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000029,5493435781453,2025-06-06 09:32:00,confirmado,13800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000030,5493435781453,2025-06-26 14:16:00,confirmado,19550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000031,5493435781453,2025-07-10 10:55:00,confirmado,14950.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000032,5493435781453,2025-08-05 15:03:00,confirmado,170200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000033,5493435781453,2025-08-23 12:40:00,confirmado,16675.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000034,5493435781453,2025-09-13 18:50:00,confirmado,88550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000035,5493435781453,2025-10-01 09:23:00,confirmado,28175.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000036,5493435391704,2025-06-05 15:11:00,confirmado,44100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000037,5493435391704,2025-06-25 11:54:00,confirmado,8100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000038,5493435391704,2025-07-18 13:10:00,confirmado,10350.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000039,5493435391704,2025-08-01 14:00:00,confirmado,9900.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000040,5493435391704,2025-08-23 13:50:00,confirmado,71550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000041,5493435391704,2025-09-10 11:01:00,confirmado,54900.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000042,5493435391704,2025-10-02 08:16:00,confirmado,50400.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000043,5493435543143,2025-06-01 17:11:00,confirmado,34000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000044,5493435543143,2025-06-21 12:03:00,confirmado,12325.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000045,5493435543143,2025-07-14 14:32:00,confirmado,11050.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000046,5493435543143,2025-07-30 11:13:00,confirmado,80750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000047,5493435543143,2025-08-29 10:44:00,confirmado,12750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000048,5493435543143,2025-09-10 09:30:00,confirmado,93075.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000049,5493435543143,2025-10-06 15:11:00,confirmado,15725.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000050,5493435452944,2025-06-01 15:11:00,confirmado,13000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000051,5493435452944,2025-06-22 11:27:00,confirmado,28500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000052,5493435452944,2025-07-17 12:08:00,confirmado,74000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000053,5493435452944,2025-07-29 15:35:00,confirmado,16500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000054,5493435452944,2025-08-24 15:55:00,confirmado,43500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000055,5493435452944,2025-09-10 14:09:00,confirmado,53500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000056,5493435452944,2025-10-08 11:49:00,confirmado,9000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000057,5493435460663,2025-06-01 10:38:00,confirmado,147775.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000058,5493435460663,2025-06-23 09:47:00,confirmado,50025.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000059,5493435460663,2025-07-10 14:05:00,confirmado,7475.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000060,5493435460663,2025-07-29 10:20:00,confirmado,66700.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000061,5493435460663,2025-08-27 18:11:00,confirmado,15525.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000062,5493435460663,2025-09-12 10:24:00,confirmado,64400.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000063,5493435460663,2025-10-03 10:28:00,confirmado,39100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000064,5493435662275,2025-06-05 12:41:00,confirmado,13950.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000065,5493435662275,2025-06-23 10:48:00,confirmado,115200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000066,5493435662275,2025-07-16 14:25:00,confirmado,18450.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000067,5493435662275,2025-07-29 18:14:00,confirmado,91800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000068,5493435662275,2025-08-20 13:15:00,confirmado,17100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000069,5493435662275,2025-09-14 13:11:00,confirmado,14850.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000070,5493435662275,2025-10-04 11:41:00,confirmado,73800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000071,5493435759176,2025-06-02 08:35:00,confirmado,40375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000072,5493435759176,2025-07-09 18:45:00,confirmado,61200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000073,5493435759176,2025-08-14 13:31:00,confirmado,24225.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000074,5493435759176,2025-09-19 18:09:00,confirmado,58225.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000075,5493435759176,2025-10-31 17:57:00,confirmado,17425.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000076,5493435759176,2025-12-08 15:07:00,confirmado,42500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000077,5493435759176,2026-01-11 14:11:00,confirmado,28900.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000078,5493435759176,2026-04-04 15:26:00,confirmado,14875.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000079,5493435759176,2026-05-07 08:58:00,confirmado,15300.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000080,5493435759176,2026-05-17 17:47:00,confirmado,8925.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000081,5493435148050,2025-06-01 17:34:00,confirmado,38500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000082,5493435148050,2025-07-10 13:36:00,confirmado,17500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000083,5493435148050,2025-08-17 14:47:00,confirmado,106500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000084,5493435148050,2025-09-21 09:00:00,confirmado,19500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000085,5493435148050,2025-11-05 12:14:00,confirmado,17500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000086,5493435148050,2025-12-05 18:30:00,confirmado,21000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000087,5493435148050,2026-01-19 11:17:00,confirmado,85500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000088,5493435148050,2026-04-03 14:06:00,confirmado,9000.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000089,5493435148050,2026-04-06 08:43:00,confirmado,8000.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000090,5493435148050,2026-04-17 17:49:00,confirmado,7500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000091,5493435996865,2025-06-03 09:55:00,confirmado,104650.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000092,5493435996865,2025-07-04 11:34:00,confirmado,51175.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000093,5493435996865,2025-08-11 09:45:00,confirmado,16100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000094,5493435996865,2025-09-21 11:25:00,confirmado,51175.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000095,5493435996865,2025-11-03 09:29:00,confirmado,10925.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000096,5493435996865,2025-12-04 14:28:00,confirmado,4025.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000097,5493435996865,2026-01-15 17:32:00,confirmado,152375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000098,5493435996865,2026-05-02 13:31:00,confirmado,10350.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000099,5493435996865,2026-05-03 12:09:00,confirmado,6325.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000100,5493435996865,2026-05-12 11:10:00,confirmado,9200.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000101,5493435974628,2025-06-02 11:17:00,confirmado,66150.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000102,5493435974628,2025-07-10 18:47:00,confirmado,10800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000103,5493435974628,2025-08-18 12:55:00,confirmado,32850.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000104,5493435974628,2025-09-24 10:43:00,confirmado,17100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000105,5493435974628,2025-11-04 09:29:00,confirmado,7650.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000106,5493435974628,2025-12-04 17:27:00,confirmado,33300.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000107,5493435974628,2026-01-17 17:34:00,confirmado,67950.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000108,5493435974628,2026-04-06 09:30:00,confirmado,6750.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000109,5493435974628,2026-04-20 17:24:00,confirmado,13050.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000110,5493435974628,2026-05-13 10:12:00,confirmado,11700.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000111,5493435379946,2025-06-01 09:10:00,confirmado,51425.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000112,5493435379946,2025-07-11 18:04:00,confirmado,20825.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000113,5493435379946,2025-08-11 17:38:00,confirmado,132175.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000114,5493435379946,2025-09-21 13:43:00,confirmado,59500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000115,5493435379946,2025-10-26 10:44:00,confirmado,31025.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000116,5493435379946,2025-12-11 17:20:00,confirmado,69275.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000117,5493435379946,2026-01-10 10:53:00,confirmado,14025.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000118,5493435379946,2026-04-27 11:56:00,confirmado,5950.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000119,5493435379946,2026-05-03 18:14:00,confirmado,13175.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000120,5493435379946,2026-05-08 16:09:00,confirmado,7225.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000121,5493435279451,2025-06-06 16:04:00,confirmado,24000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000122,5493435279451,2025-07-04 14:02:00,confirmado,13000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000123,5493435279451,2025-08-11 08:40:00,confirmado,38500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000124,5493435279451,2025-09-23 13:38:00,confirmado,27500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000125,5493435279451,2025-11-01 11:06:00,confirmado,13500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000126,5493435279451,2025-12-07 11:24:00,confirmado,59000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000127,5493435279451,2026-01-11 12:37:00,confirmado,16000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000128,5493435279451,2026-04-02 12:15:00,confirmado,18000.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000129,5493435279451,2026-04-09 16:53:00,confirmado,14500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000130,5493435279451,2026-05-10 08:09:00,confirmado,12500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000131,5493435383060,2025-06-05 09:57:00,confirmado,60375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000132,5493435383060,2025-07-08 18:38:00,confirmado,37375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000133,5493435383060,2025-08-13 13:49:00,confirmado,18975.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000134,5493435383060,2025-09-25 08:35:00,confirmado,82225.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000135,5493435383060,2025-10-26 08:27:00,confirmado,55200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000136,5493435383060,2025-12-05 08:41:00,confirmado,28750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000137,5493435383060,2026-01-13 14:08:00,confirmado,13225.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000138,5493435383060,2026-04-08 14:02:00,confirmado,5750.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000139,5493435383060,2026-04-15 14:49:00,confirmado,17825.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000140,5493435383060,2026-05-05 12:54:00,confirmado,9775.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000141,5493435983794,2025-06-01 14:49:00,confirmado,25200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000142,5493435983794,2025-07-04 13:47:00,confirmado,29250.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000143,5493435983794,2025-08-20 15:29:00,confirmado,58950.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000144,5493435983794,2025-09-24 14:55:00,confirmado,63000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000145,5493435983794,2025-10-27 17:42:00,confirmado,94950.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000146,5493435983794,2025-12-09 16:05:00,confirmado,82350.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000147,5493435983794,2026-01-12 12:07:00,confirmado,52650.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000148,5493435983794,2026-04-02 09:23:00,confirmado,11250.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000149,5493435983794,2026-04-13 12:11:00,confirmado,7200.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000150,5493435983794,2026-04-30 16:40:00,confirmado,4050.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000151,5493435944151,2025-06-01 13:45:00,confirmado,9775.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000152,5493435944151,2025-07-09 18:40:00,confirmado,49725.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000153,5493435944151,2025-08-16 10:19:00,confirmado,13175.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000154,5493435944151,2025-09-18 15:21:00,confirmado,73525.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000155,5493435944151,2025-11-01 15:44:00,confirmado,38250.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000156,5493435944151,2025-12-13 08:24:00,confirmado,58650.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000157,5493435944151,2026-01-10 11:57:00,confirmado,97325.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000158,5493435944151,2026-04-05 17:05:00,confirmado,9350.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000159,5493435944151,2026-04-25 16:21:00,confirmado,5525.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000160,5493435944151,2026-05-03 10:16:00,confirmado,8075.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000161,5493435694731,2025-06-06 14:05:00,confirmado,18500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000162,5493435694731,2025-07-05 09:20:00,confirmado,47000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000163,5493435694731,2025-08-18 10:29:00,confirmado,83500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000164,5493435694731,2025-09-21 13:39:00,confirmado,8000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000165,5493435694731,2025-10-27 15:45:00,confirmado,13500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000166,5493435694731,2025-12-08 10:25:00,confirmado,5000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000167,5493435694731,2026-01-17 11:39:00,confirmado,20000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000168,5493435694731,2026-04-06 10:56:00,confirmado,6500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000169,5493435694731,2026-04-07 08:39:00,confirmado,8500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000170,5493435694731,2026-04-20 17:06:00,confirmado,6500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000171,5493435774079,2025-06-01 16:07:00,confirmado,12075.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000172,5493435774079,2025-07-13 15:08:00,confirmado,22425.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000173,5493435774079,2025-08-17 15:05:00,confirmado,21850.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000174,5493435774079,2025-09-25 16:36:00,confirmado,42550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000175,5493435774079,2025-11-02 16:05:00,confirmado,39675.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000176,5493435774079,2025-12-04 12:55:00,confirmado,78775.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000177,5493435774079,2026-01-19 14:52:00,confirmado,55775.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000178,5493435774079,2026-04-20 18:14:00,confirmado,16675.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000179,5493435774079,2026-04-28 14:14:00,confirmado,14375.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000180,5493435774079,2026-05-05 13:27:00,confirmado,12650.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000181,5493435688637,2025-06-05 14:47:00,confirmado,73800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000182,5493435688637,2025-07-08 17:01:00,confirmado,16650.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000183,5493435688637,2025-08-15 09:42:00,confirmado,26550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000184,5493435688637,2025-09-19 17:17:00,confirmado,7200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000185,5493435688637,2025-11-02 11:05:00,confirmado,51750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000186,5493435688637,2025-12-03 16:40:00,confirmado,15300.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000187,5493435688637,2026-01-13 16:47:00,confirmado,24750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000188,5493435688637,2026-04-09 12:32:00,confirmado,13500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000189,5493435688637,2026-04-17 18:03:00,confirmado,4500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000190,5493435688637,2026-05-08 10:17:00,confirmado,7200.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000191,5493435711878,2025-06-04 18:09:00,confirmado,11475.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000192,5493435711878,2025-07-04 13:54:00,confirmado,11475.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000193,5493435711878,2025-08-15 14:37:00,confirmado,76075.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000194,5493435711878,2025-09-18 13:34:00,confirmado,17425.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000195,5493435711878,2025-11-03 13:46:00,confirmado,28475.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000196,5493435711878,2025-12-07 14:36:00,confirmado,27625.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000197,5493435711878,2026-01-20 15:45:00,confirmado,72675.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000198,5493435711878,2026-04-13 14:07:00,confirmado,14025.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000199,5493435711878,2026-04-17 09:20:00,confirmado,8075.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000200,5493435711878,2026-05-09 09:19:00,confirmado,9775.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000201,5493435634277,2025-06-04 17:30:00,confirmado,62000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000202,5493435634277,2025-07-08 08:40:00,confirmado,16000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000203,5493435634277,2025-08-14 15:32:00,confirmado,110500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000204,5493435634277,2025-09-27 18:41:00,confirmado,9000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000205,5493435634277,2025-10-28 12:26:00,confirmado,46500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000206,5493435634277,2025-12-07 12:22:00,confirmado,43500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000207,5493435634277,2026-01-17 18:16:00,confirmado,96500.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000208,5493435634277,2026-04-07 08:12:00,confirmado,4000.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000209,5493435634277,2026-05-07 09:10:00,confirmado,6500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000210,5493435634277,2026-05-11 17:39:00,confirmado,11500.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000211,5493435260265,2025-06-01 12:48:00,confirmado,140875.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000212,5493435260265,2025-07-09 13:35:00,confirmado,62100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000213,5493435260265,2025-08-17 12:37:00,confirmado,4025.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000214,5493435260265,2025-09-28 14:28:00,confirmado,159850.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000215,5493435260265,2025-10-30 10:09:00,confirmado,16100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000216,5493435260265,2025-12-07 11:56:00,confirmado,10350.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000217,5493435260265,2026-01-16 11:22:00,confirmado,8050.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000218,5493435260265,2026-05-01 08:03:00,confirmado,17825.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000219,5493435260265,2026-05-12 17:10:00,confirmado,12075.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000220,5493435260265,2026-05-13 18:46:00,confirmado,13800.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000221,5493435166613,2025-06-03 08:43:00,confirmado,28800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
