pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000015,LYL-0136,Huevitos KINDER x 12u,2,2408.33,4,Pedido histórico field mock (2025-06-01),true,5492991227644
PF-000016,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1218.33,4,Pedido histórico field mock (2025-06-24),true,5492991227644
PF-000016,LYL-0136,Huevitos KINDER x 12u,1,2408.33,4,Pedido histórico field mock (2025-06-24),true,5492991227644
PF-000017,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1218.33,4,Pedido histórico field mock (2025-07-13),true,5492991227644
PF-000017,LYL-0136,Huevitos KINDER x 12u,1,2408.33,4,Pedido histórico field mock (2025-07-13),true,5492991227644
PF-000018,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1218.33,4,Pedido histórico field mock (2025-08-06),true,5492991227644
PF-000018,LYL-0136,Huevitos KINDER x 12u,3,2408.33,4,Pedido histórico field mock (2025-08-06),true,5492991227644
PF-000018,LYL-0010,Soda en Sifón Secco 2L x 6u,2,1034.17,4,Pedido histórico field mock (2025-08-06),true,5492991227644
PF-000019,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1218.33,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000019,LYL-0136,Huevitos KINDER x 12u,3,2408.33,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000019,LYL-0008,"Soda Secco 1,5L x 6u",1,665.83,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000019,LYL-0029,Speed ZERO Lata 473cc XL x unidad,3,1700.00,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000020,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1218.33,4,Pedido histórico field mock (2025-09-10),true,5492991227644
PF-000020,LYL-0136,Huevitos KINDER x 12u,3,2408.33,4,Pedido histórico field mock (2025-09-10),true,5492991227644
PF-000020,LYL-0007,Soda Secco 500cc x 6u,1,276.25,4,Pedido histórico field mock (2025-09-10),true,5492991227644
PF-000021,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1218.33,4,Pedido histórico field mock (2025-10-05),true,5492991227644
PF-000021,LYL-0136,Huevitos KINDER x 12u,1,2408.33,4,Pedido histórico field mock (2025-10-05),true,5492991227644
PF-000022,LYL-0001,Gaseosa Secco 3L x 4u,1,1800.00,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000022,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000022,LYL-0008,"Soda Secco 1,5L x 6u",3,783.33,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000022,LYL-0121,GEORGALOS Full Maní x 900g,3,2200.00,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000023,LYL-0001,Gaseosa Secco 3L x 4u,2,1800.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000023,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000023,LYL-0027,Speed ZERO Lata 250cc x unidad,1,1350.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000023,LYL-0025,Speed Lata 473cc XL x unidad,3,2150.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000024,LYL-0001,Gaseosa Secco 3L x 4u,2,1800.00,1,Pedido histórico field mock (2025-07-15),true,5493418277249
PF-000024,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-07-15),true,5493418277249
PF-000025,LYL-0001,Gaseosa Secco 3L x 4u,2,1800.00,1,Pedido histórico field mock (2025-07-30),true,5493418277249
PF-000025,LYL-0135,Huevitos KINDER x 12u,1,2241.67,1,Pedido histórico field mock (2025-07-30),true,5493418277249
PF-000026,LYL-0001,Gaseosa Secco 3L x 4u,4,1800.00,1,Pedido histórico field mock (2025-08-21),true,5493418277249
PF-000026,LYL-0135,Huevitos KINDER x 12u,4,2241.67,1,Pedido histórico field mock (2025-08-21),true,5493418277249
PF-000026,LYL-0028,Speed ZERO Pack 250cc x 24u,4,1237.50,1,Pedido histórico field mock (2025-08-21),true,5493418277249
PF-000027,LYL-0001,Gaseosa Secco 3L x 4u,3,1800.00,1,Pedido histórico field mock (2025-09-13),true,5493418277249
PF-000027,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-09-13),true,5493418277249
PF-000027,LYL-0121,GEORGALOS Full Maní x 900g,2,2200.00,1,Pedido histórico field mock (2025-09-13),true,5493418277249
PF-000027,LYL-0041,Fernet BRANCA x 1L x 1u,4,18900.00,1,Pedido histórico field mock (2025-09-13),true,5493418277249
PF-000028,LYL-0001,Gaseosa Secco 3L x 4u,4,1800.00,1,Pedido histórico field mock (2025-10-07),true,5493418277249
PF-000028,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-10-07),true,5493418277249
PF-000029,LYL-0001,Gaseosa Secco 3L x 4u,2,2070.00,2,Pedido histórico field mock (2025-06-01),true,5493587747641
PF-000029,LYL-0136,Huevitos KINDER x 12u,1,3258.33,2,Pedido histórico field mock (2025-06-01),true,5493587747641
PF-000029,LYL-0029,Speed ZERO Lata 473cc XL x unidad,4,2300.00,2,Pedido histórico field mock (2025-06-01),true,5493587747641
PF-000030,LYL-0001,Gaseosa Secco 3L x 4u,3,2070.00,2,Pedido histórico field mock (2025-06-19),true,5493587747641
PF-000030,LYL-0136,Huevitos KINDER x 12u,1,3258.33,2,Pedido histórico field mock (2025-06-19),true,5493587747641
PF-000030,LYL-0007,Soda Secco 500cc x 6u,1,373.75,2,Pedido histórico field mock (2025-06-19),true,5493587747641
PF-000030,LYL-0027,Speed ZERO Lata 250cc x unidad,2,1552.50,2,Pedido histórico field mock (2025-06-19),true,5493587747641
PF-000031,LYL-0001,Gaseosa Secco 3L x 4u,1,2070.00,2,Pedido histórico field mock (2025-07-10),true,5493587747641
PF-000031,LYL-0136,Huevitos KINDER x 12u,1,3258.33,2,Pedido histórico field mock (2025-07-10),true,5493587747641
PF-000032,LYL-0001,Gaseosa Secco 3L x 4u,2,2070.00,2,Pedido histórico field mock (2025-08-08),true,5493587747641
PF-000032,LYL-0136,Huevitos KINDER x 12u,4,3258.33,2,Pedido histórico field mock (2025-08-08),true,5493587747641
PF-000033,LYL-0001,Gaseosa Secco 3L x 4u,3,2070.00,2,Pedido histórico field mock (2025-08-25),true,5493587747641
PF-000033,LYL-0136,Huevitos KINDER x 12u,4,3258.33,2,Pedido histórico field mock (2025-08-25),true,5493587747641
PF-000033,LYL-0007,Soda Secco 500cc x 6u,2,373.75,2,Pedido histórico field mock (2025-08-25),true,5493587747641
PF-000034,LYL-0001,Gaseosa Secco 3L x 4u,3,2070.00,2,Pedido histórico field mock (2025-09-11),true,5493587747641
PF-000034,LYL-0136,Huevitos KINDER x 12u,2,3258.33,2,Pedido histórico field mock (2025-09-11),true,5493587747641
PF-000035,LYL-0001,Gaseosa Secco 3L x 4u,2,2070.00,2,Pedido histórico field mock (2025-09-30),true,5493587747641
PF-000035,LYL-0136,Huevitos KINDER x 12u,2,3258.33,2,Pedido histórico field mock (2025-09-30),true,5493587747641
PF-000035,LYL-0030,Speed ZERO Pack 473cc XL x 12u,1,2108.33,2,Pedido histórico field mock (2025-09-30),true,5493587747641
PF-000036,LYL-0136,Huevitos KINDER x 12u,2,2550.00,3,Pedido histórico field mock (2025-06-05),true,5492614053074
PF-000036,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1290.00,3,Pedido histórico field mock (2025-06-05),true,5492614053074
PF-000037,LYL-0136,Huevitos KINDER x 12u,3,2550.00,3,Pedido histórico field mock (2025-06-24),true,5492614053074
PF-000037,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1290.00,3,Pedido histórico field mock (2025-06-24),true,5492614053074
PF-000038,LYL-0136,Huevitos KINDER x 12u,1,2550.00,3,Pedido histórico field mock (2025-07-15),true,5492614053074
PF-000038,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1290.00,3,Pedido histórico field mock (2025-07-15),true,5492614053074
PF-000038,LYL-0009,"Soda Secco 2,25L x 6u",3,765.00,3,Pedido histórico field mock (2025-07-15),true,5492614053074
PF-000039,LYL-0136,Huevitos KINDER x 12u,4,2550.00,3,Pedido histórico field mock (2025-07-31),true,5492614053074
PF-000039,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1290.00,3,Pedido histórico field mock (2025-07-31),true,5492614053074
PF-000039,LYL-0007,Soda Secco 500cc x 6u,3,292.50,3,Pedido histórico field mock (2025-07-31),true,5492614053074
PF-000040,LYL-0136,Huevitos KINDER x 12u,4,2550.00,3,Pedido histórico field mock (2025-08-24),true,5492614053074
PF-000040,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1290.00,3,Pedido histórico field mock (2025-08-24),true,5492614053074
PF-000040,LYL-0008,"Soda Secco 1,5L x 6u",4,705.00,3,Pedido histórico field mock (2025-08-24),true,5492614053074
PF-000041,LYL-0136,Huevitos KINDER x 12u,1,2550.00,3,Pedido histórico field mock (2025-09-17),true,5492614053074
PF-000041,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1290.00,3,Pedido histórico field mock (2025-09-17),true,5492614053074
PF-000042,LYL-0136,Huevitos KINDER x 12u,1,2550.00,3,Pedido histórico field mock (2025-10-01),true,5492614053074
PF-000042,LYL-0003,"Gaseosa Secco 2,25L x 6u",1,1290.00,3,Pedido histórico field mock (2025-10-01),true,5492614053074
PF-000043,LYL-0003,"Gaseosa Secco 2,25L x 6u",1,1218.33,4,Pedido histórico field mock (2025-06-03),true,5493514079279
PF-000043,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,920.83,4,Pedido histórico field mock (2025-06-03),true,5493514079279
PF-000043,LYL-0025,Speed Lata 473cc XL x unidad,1,1827.50,4,Pedido histórico field mock (2025-06-03),true,5493514079279
PF-000043,LYL-0024,Speed Pack 250cc                                                      x 24u,1,1114.21,4,Pedido histórico field mock (2025-06-03),true,5493514079279
PF-000044,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1218.33,4,Pedido histórico field mock (2025-06-24),true,5493514079279
PF-000044,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,920.83,4,Pedido histórico field mock (2025-06-24),true,5493514079279
PF-000045,LYL-0003,"Gaseosa Secco 2,25L x 6u",1,1218.33,4,Pedido histórico field mock (2025-07-10),true,5493514079279
PF-000045,LYL-0004,"Gaseosa Secco 1,5L x 6u",1,920.83,4,Pedido histórico field mock (2025-07-10),true,5493514079279
PF-000046,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1218.33,4,Pedido histórico field mock (2025-08-06),true,5493514079279
PF-000046,LYL-0004,"Gaseosa Secco 1,5L x 6u",2,920.83,4,Pedido histórico field mock (2025-08-06),true,5493514079279
PF-000047,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1218.33,4,Pedido histórico field mock (2025-08-19),true,5493514079279
PF-000047,LYL-0004,"Gaseosa Secco 1,5L x 6u",1,920.83,4,Pedido histórico field mock (2025-08-19),true,5493514079279
PF-000047,LYL-0008,"Soda Secco 1,5L x 6u",1,665.83,4,Pedido histórico field mock (2025-08-19),true,5493514079279
PF-000047,LYL-0030,Speed ZERO Pack 473cc XL x 12u,2,1558.33,4,Pedido histórico field mock (2025-08-19),true,5493514079279
PF-000048,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1218.33,4,Pedido histórico field mock (2025-09-19),true,5493514079279
PF-000048,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,920.83,4,Pedido histórico field mock (2025-09-19),true,5493514079279
PF-000048,LYL-0008,"Soda Secco 1,5L x 6u",4,665.83,4,Pedido histórico field mock (2025-09-19),true,5493514079279
PF-000048,LYL-0121,GEORGALOS Full Maní x 900g,1,1870.00,4,Pedido histórico field mock (2025-09-19),true,5493514079279
PF-000049,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1218.33,4,Pedido histórico field mock (2025-10-04),true,5493514079279
PF-000049,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,920.83,4,Pedido histórico field mock (2025-10-04),true,5493514079279
PF-000050,LYL-0136,Huevitos KINDER x 12u,3,2833.33,1,Pedido histórico field mock (2025-06-04),true,5493876914178
PF-000050,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1433.33,1,Pedido histórico field mock (2025-06-04),true,5493876914178
PF-000051,LYL-0136,Huevitos KINDER x 12u,2,2833.33,1,Pedido histórico field mock (2025-06-24),true,5493876914178
PF-000051,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1433.33,1,Pedido histórico field mock (2025-06-24),true,5493876914178
PF-000051,LYL-0005,Gaseosa Secco 500cc x 12u,3,733.33,1,Pedido histórico field mock (2025-06-24),true,5493876914178
PF-000052,LYL-0136,Huevitos KINDER x 12u,1,2833.33,1,Pedido histórico field mock (2025-07-18),true,5493876914178
PF-000052,LYL-0003,"Gaseosa Secco 2,25L x 6u",1,1433.33,1,Pedido histórico field mock (2025-07-18),true,5493876914178
PF-000053,LYL-0136,Huevitos KINDER x 12u,1,2833.33,1,Pedido histórico field mock (2025-08-08),true,5493876914178
PF-000053,LYL-0003,"Gaseosa Secco 2,25L x 6u",1,1433.33,1,Pedido histórico field mock (2025-08-08),true,5493876914178
PF-000053,LYL-0025,Speed Lata 473cc XL x unidad,1,2150.00,1,Pedido histórico field mock (2025-08-08),true,5493876914178
PF-000054,LYL-0136,Huevitos KINDER x 12u,1,2833.33,1,Pedido histórico field mock (2025-08-20),true,5493876914178
PF-000054,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1433.33,1,Pedido histórico field mock (2025-08-20),true,5493876914178
PF-000054,LYL-0023,Speed Lata 250cc x unidad,2,1430.00,1,Pedido histórico field mock (2025-08-20),true,5493876914178
PF-000055,LYL-0136,Huevitos KINDER x 12u,3,2833.33,1,Pedido histórico field mock (2025-09-14),true,5493876914178
PF-000055,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1433.33,1,Pedido histórico field mock (2025-09-14),true,5493876914178
PF-000055,LYL-0007,Soda Secco 500cc x 6u,1,325.00,1,Pedido histórico field mock (2025-09-14),true,5493876914178
PF-000056,LYL-0136,Huevitos KINDER x 12u,2,2833.33,1,Pedido histórico field mock (2025-10-02),true,5493876914178
PF-000056,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1433.33,1,Pedido histórico field mock (2025-10-02),true,5493876914178
PF-000057,LYL-0004,"Gaseosa Secco 1,5L x 6u",1,1245.83,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000057,LYL-0135,Huevitos KINDER x 12u,3,2577.92,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000057,LYL-0026,Speed Pack 473cc XL                                       x 12u,4,2266.46,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000057,LYL-0009,"Soda Secco 2,25L x 6u",3,977.50,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000058,LYL-0004,"Gaseosa Secco 1,5L x 6u",2,1245.83,2,Pedido histórico field mock (2025-06-25),true,5492617175545
PF-000058,LYL-0135,Huevitos KINDER x 12u,4,2577.92,2,Pedido histórico field mock (2025-06-25),true,5492617175545
PF-000058,LYL-0005,Gaseosa Secco 500cc x 12u,2,843.33,2,Pedido histórico field mock (2025-06-25),true,5492617175545
PF-000058,LYL-0007,Soda Secco 500cc x 6u,1,373.75,2,Pedido histórico field mock (2025-06-25),true,5492617175545
PF-000059,LYL-0004,"Gaseosa Secco 1,5L x 6u",1,1245.83,2,Pedido histórico field mock (2025-07-17),true,5492617175545
PF-000059,LYL-0135,Huevitos KINDER x 12u,1,2577.92,2,Pedido histórico field mock (2025-07-17),true,5492617175545
PF-000060,LYL-0004,"Gaseosa Secco 1,5L x 6u",2,1245.83,2,Pedido histórico field mock (2025-07-31),true,5492617175545
PF-000060,LYL-0135,Huevitos KINDER x 12u,2,2577.92,2,Pedido histórico field mock (2025-07-31),true,5492617175545
PF-000060,LYL-0121,GEORGALOS Full Maní x 900g,4,2530.00,2,Pedido histórico field mock (2025-07-31),true,5492617175545
PF-000060,LYL-0025,Speed Lata 473cc XL x unidad,1,2472.50,2,Pedido histórico field mock (2025-07-31),true,5492617175545
PF-000061,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,1245.83,2,Pedido histórico field mock (2025-08-27),true,5492617175545
PF-000061,LYL-0135,Huevitos KINDER x 12u,1,2577.92,2,Pedido histórico field mock (2025-08-27),true,5492617175545
PF-000062,LYL-0004,"Gaseosa Secco 1,5L x 6u",1,1245.83,2,Pedido histórico field mock (2025-09-11),true,5492617175545
PF-000062,LYL-0135,Huevitos KINDER x 12u,3,2577.92,2,Pedido histórico field mock (2025-09-11),true,5492617175545
PF-000063,LYL-0004,"Gaseosa Secco 1,5L x 6u",2,1245.83,2,Pedido histórico field mock (2025-10-04),true,5492617175545
PF-000063,LYL-0135,Huevitos KINDER x 12u,4,2577.92,2,Pedido histórico field mock (2025-10-04),true,5492617175545
PF-000063,LYL-0029,Speed ZERO Lata 473cc XL x unidad,2,2300.00,2,Pedido histórico field mock (2025-10-04),true,5492617175545
PF-000063,LYL-0121,GEORGALOS Full Maní x 900g,3,2530.00,2,Pedido histórico field mock (2025-10-04),true,5492617175545
PF-000064,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1218.33,4,Pedido histórico field mock (2025-06-05),true,5492618861463
PF-000064,LYL-0136,Huevitos KINDER x 12u,4,2408.33,4,Pedido histórico field mock (2025-06-05),true,5492618861463
PF-000065,LYL-0003,"Gaseosa Secco 2,25L x 6u",1,1218.33,4,Pedido histórico field mock (2025-06-22),true,5492618861463
PF-000065,LYL-0136,Huevitos KINDER x 12u,1,2408.33,4,Pedido histórico field mock (2025-06-22),true,5492618861463
PF-000066,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1218.33,4,Pedido histórico field mock (2025-07-08),true,5492618861463
PF-000066,LYL-0136,Huevitos KINDER x 12u,4,2408.33,4,Pedido histórico field mock (2025-07-08),true,5492618861463
PF-000067,LYL-0003,"Gaseosa Secco 2,25L x 6u",4,1218.33,4,Pedido histórico field mock (2025-07-30),true,5492618861463
PF-000067,LYL-0136,Huevitos KINDER x 12u,4,2408.33,4,Pedido histórico field mock (2025-07-30),true,5492618861463
PF-000068,LYL-0003,"Gaseosa Secco 2,25L x 6u",2,1218.33,4,Pedido histórico field mock (2025-08-27),true,5492618861463
PF-000068,LYL-0136,Huevitos KINDER x 12u,3,2408.33,4,Pedido histórico field mock (2025-08-27),true,5492618861463
PF-000068,LYL-0028,Speed ZERO Pack 250cc x 24u,2,1051.88,4,Pedido histórico field mock (2025-08-27),true,5492618861463
PF-000068,LYL-0025,Speed Lata 473cc XL x unidad,1,1827.50,4,Pedido histórico field mock (2025-08-27),true,5492618861463
PF-000069,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1218.33,4,Pedido histórico field mock (2025-09-19),true,5492618861463
PF-000069,LYL-0136,Huevitos KINDER x 12u,3,2408.33,4,Pedido histórico field mock (2025-09-19),true,5492618861463
PF-000070,LYL-0003,"Gaseosa Secco 2,25L x 6u",3,1218.33,4,Pedido histórico field mock (2025-10-09),true,5492618861463
PF-000070,LYL-0136,Huevitos KINDER x 12u,4,2408.33,4,Pedido histórico field mock (2025-10-09),true,5492618861463
PF-000070,LYL-0029,Speed ZERO Lata 473cc XL x unidad,2,1700.00,4,Pedido histórico field mock (2025-10-09),true,5492618861463
PF-000071,LYL-0135,Huevitos KINDER x 12u,3,2241.67,1,Pedido histórico field mock (2025-06-04),true,5493812941974
PF-000071,LYL-0004,"Gaseosa Secco 1,5L x 6u",2,1083.33,1,Pedido histórico field mock (2025-06-04),true,5493812941974
PF-000071,LYL-0005,Gaseosa Secco 500cc x 12u,3,733.33,1,Pedido histórico field mock (2025-06-04),true,5493812941974
PF-000072,LYL-0135,Huevitos KINDER x 12u,1,2241.67,1,Pedido histórico field mock (2025-07-06),true,5493812941974
PF-000072,LYL-0004,"Gaseosa Secco 1,5L x 6u",4,1083.33,1,Pedido histórico field mock (2025-07-06),true,5493812941974
PF-000073,LYL-0135,Huevitos KINDER x 12u,3,2241.67,1,Pedido histórico field mock (2025-08-21),true,5493812941974
PF-000073,LYL-0004,"Gaseosa Secco 1,5L x 6u",2,1083.33,1,Pedido histórico field mock (2025-08-21),true,5493812941974
PF-000073,LYL-0025,Speed Lata 473cc XL x unidad,4,2150.00,1,Pedido histórico field mock (2025-08-21),true,5493812941974
PF-000073,LYL-0010,Soda en Sifón Secco 2L x 6u,3,1216.67,1,Pedido histórico field mock (2025-08-21),true,5493812941974
PF-000074,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-09-22),true,5493812941974
PF-000074,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,1083.33,1,Pedido histórico field mock (2025-09-22),true,5493812941974
PF-000075,LYL-0135,Huevitos KINDER x 12u,3,2241.67,1,Pedido histórico field mock (2025-10-31),true,5493812941974
PF-000075,LYL-0004,"Gaseosa Secco 1,5L x 6u",1,1083.33,1,Pedido histórico field mock (2025-10-31),true,5493812941974
PF-000076,LYL-0135,Huevitos KINDER x 12u,2,2241.67,1,Pedido histórico field mock (2025-12-10),true,5493812941974
PF-000076,LYL-0004,"Gaseosa Secco 1,5L x 6u",3,1083.33,1,Pedido histórico field mock (2025-12-10),true,5493812941974
PF-000076,LYL-0029,Speed ZERO Lata 473cc XL x unidad,3,2000.00,1,Pedido histórico field mock (2025-12-10),true,5493812941974
PF-000076,LYL-0026,Speed Pack 473cc XL                                       x 12u,4,1970.83,1,Pedido histórico field mock (2025-12-10),true,5493812941974
PF-000077,LYL-0135,Huevitos KINDER x 12u,1,2241.67,1,Pedido histórico field mock (2026-01-10),true,5493812941974
PF-000077,LYL-0004,"Gaseosa Secco 1,5L x 6u",4,1083.33,1,Pedido histórico field mock (2026-01-10),true,5493812941974
