pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00021,5493514079279,25007,CIP-0736,PERFUME TELAS SAPHIRUS - NEW YORK,2,3150.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00021,5493514079279,25007,CIP-1709,DESTAPACAÑERIAS MERCLIN GEL X 1LT,2,5710.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00022,5493876914178,25008,CIP-3256,TAPON BAÑADERA / BACHA SILICONA,1,70.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00023,5493876914178,25008,CIP-2667,PERFUME TELAS AMBAR X 150CC - PAULA,5,1690.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00023,5493876914178,25008,CIP-0933,SAHUMERIOS PALO SANTO BUENA ONDA AROMANZA - DIAMANTE NEGRO,2,1110.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00024,5493876914178,25008,CIP-0091,AEROSOL SAPHIRUS - ORIENTE,1,4520.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00024,5493876914178,25008,CIP-1308,BOWL REDONDO BIPO 1.5 LTS - BORRAVINO,1,2640.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00024,5493876914178,25008,CIP-2864,REPASADOR REDONDELES / ESCOCES/CORAZON,2,1070.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00024,5493876914178,25008,CIP-0389,DIFUSOR SAPHIRUS PREMIUM - FRUTOS PAT,2,8740.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00025,5492617175545,25009,CIP-2429,MICROFIBRAS VIDRIOS SAMANTHA,4,3707.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00025,5492617175545,25009,CIP-0905,SAHUMERIOS HIMALAYA SAPHIRUS X 6 - ROCIO,3,1849.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00025,5492617175545,25009,CIP-0855,SAHUMERIOS BANGLADESH X 10 - FRUTOS ROJOS,3,880.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00026,5492617175545,25009,CIP-3127,SHINY LIMPIADOR LIQUIDO X 250CC - FLORES DELICADAS,4,1540.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00026,5492617175545,25009,CIP-0411,ENJUAGUE BUCAL ALGABO X 500CC,5,4070.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00027,5492617175545,25009,CIP-1870,ESPONJA ACERO INOXIDABLE 30 GR SAMANTHA,4,87.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00028,5493818437953,25010,CIP-1553,CREMA CORPORAL NIVEA MILK NUTRITIVA 400ML - HIDRATACIO,1,8410.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00028,5493818437953,25010,CIP-3066,SERVILLETA ECOPEL 33X33 X 700,1,2449.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00029,5493818437953,25010,CIP-2543,PANO LIMPIADOR LUPA,5,5230.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00029,5493818437953,25010,CIP-2427,MICROFIBRAS MULTIUSO SAMANTHA,2,3350.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00029,5493818437953,25010,CIP-2507,ORGANIZADOR CUBIERTOS PLASTICO CLASICO - GRIS,5,591.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00029,5493818437953,25010,CIP-0618,LATITA AROMATIZANTES SAPHIRUS - UVA,2,4339.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00030,5493818437953,25010,CIP-1973,FUNGUICIDA NATACLOR X 1LT,5,23910.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00030,5493818437953,25010,CIP-2402,MANTEQUERA - MANTECA - OVAL,4,1830.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00030,5493818437953,25010,CIP-3191,SUAVIZANTE VIVERE X 3LT BOTELLA,5,11760.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00030,5493818437953,25010,CIP-1677,DESODORANTE EN AEROSOL KEVIN X 150ML - PLATINUM,2,4720.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00031,5493582132179,25011,CIP-1626,DESOD. ROLLON DOVE 50ML - MEN,2,3080.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00031,5493582132179,25011,CIP-2997,SAHUMERIOS PALO SANTO BUENA ONDA MINI - (4),1,870.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00031,5493582132179,25011,CIP-0323,DIFUSOR SAPHIRUS 120CC - MANGO,5,4460.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00031,5493582132179,25011,CIP-2938,SAHUMERIOS AMBAR - FRUTILLA,1,930.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00032,5493582132179,25011,CIP-1257,BLEM MULTISUPERFICIE Y ELECTRONICO AEROSOL - CITRUS,5,4370.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00032,5493582132179,25011,CIP-0023,ACOPLE VULCANO GIRATORIO LISO COMBINADO,2,1790.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00032,5493582132179,25011,CIP-2217,JABON TOCADOR C/GLICERINA REXONA 90GR - CITRUS,4,1460.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00033,5493582132179,25011,CIP-3201,SUAVIZANTE X 20LT AMAR,5,9000.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00033,5493582132179,25011,CIP-2125,HORNILLO BORDE RAYADO,1,5460.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00034,5493872845902,25012,CIP-2452,NATACLOR CLORO GRANULADO X 1KG,1,12050.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00034,5493872845902,25012,CIP-0755,PERFUME TELAS SAPHIRUS - SANDALO VIOLETA,5,3150.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00034,5493872845902,25012,CIP-0585,JABON LIQUIDO T/SKIP ULTRA X 1.5LT,3,1690.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00035,5493872845902,25012,CIP-0419,ESENCIA PARA HORNITO SAPHIRUS - BAMBOO,3,2580.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00035,5493872845902,25012,CIP-2798,PRECINTOS NYLON GARDEX 250 X 4.8,1,4539.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00035,5493872845902,25012,CIP-3229,TAPER BIPO 1.5 LTS,4,4980.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00036,5493872845902,25012,CIP-2970,SAHUMERIOS HEXAGONAL - ATRAE DINE,2,570.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00036,5493872845902,25012,CIP-0244,CONITOS CASCADA AROMANZA X 10 - VAINILLA,2,1740.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00036,5493872845902,25012,CIP-2804,PROTECTOR DIARIO X 20 LINA,4,1340.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00037,5492997670210,25013,CIP-2075,HIGIENICO ELEGANTE 30MT X 4,4,264.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00038,5492997670210,25013,CIP-1093,ACONDICIONADOR PANTENE X 400CC - EQUILIBRIO,5,7050.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00039,5492997670210,25013,CIP-0132,AROMATIZADOR SAPHIRUS DECO COLOR,4,11420.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00039,5492997670210,25013,CIP-2791,POST SOLAR CON ALOE COCOA X 250GR,2,8630.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00039,5492997670210,25013,CIP-2599,PASTA DENTAL SENSODYNE LIMPIEZA PROFUNDA X 90GR,3,4440.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00040,5493811657614,25014,CIP-0088,AEROSOL SAPHIRUS - OLYMPIC,2,4520.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00040,5493811657614,25014,CIP-2163,INSIDE OUT SENSATIONS,2,3140.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00040,5493811657614,25014,CIP-0562,GLADE TOQUE REPUESTO - LIMON,5,3051.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00041,5493811657614,25014,CIP-1170,ALFOMBRA TOALLA ALGODON 40X60,2,3910.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00041,5493811657614,25014,CIP-1678,DESODORANTE EN AEROSOL KEVIN X 150ML - RED,1,4720.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00041,5493811657614,25014,CIP-1595,DESINFECTANTE HOSPITALARIO X 5LT,4,4320.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00042,5493811657614,25014,CIP-0051,AEROSOL SAPHIRUS - ETIQUETA,2,4520.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00043,5492994145193,25015,CIP-3134,SHINY LIMPIADOR LIQUIDO X 250CC - TRIUNFO OCEANICO,2,1540.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00043,5492994145193,25015,CIP-2050,"GUANTES DESCARTABLE NITRILO CH,M,L - GRANDE",1,8000.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00044,5492994145193,25015,CIP-1182,AMON DESINCRUSTANTE ACIDO X 5LT,5,40930.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00044,5492994145193,25015,CIP-2290,LANA DE ACERO,4,1370.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00044,5492994145193,25015,CIP-2997,SAHUMERIOS PALO SANTO BUENA ONDA MINI - (4),3,870.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00044,5492994145193,25015,CIP-0429,ESENCIA PARA HORNITO SAPHIRUS - GREEN,1,2580.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00045,5492994145193,25015,CIP-2280,LAMPAZO PROF BARREDOR 45CM ACRIL,4,22655.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00045,5492994145193,25015,CIP-2929,SAHUMADORES DE CEMENTO COLOR/GRANDE,2,1680.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00046,5493515971311,25016,CIP-0412,ENJUAGUE BUCAL COLGATE KIDS MINIONS X 250CC,3,3450.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00046,5493515971311,25016,CIP-1358,CANASTO / ORGANIZADOR DE RATAN MEDIANO (4),2,6060.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00047,5493515971311,25016,CIP-0587,JABON LIQUIDO T/SKIP ULTRA X 5LT,4,3230.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00047,5493515971311,25016,CIP-0183,CANASTA LIQUIDA URBAN FRESH - FLORAL,3,2386.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00048,5493515971311,25016,CIP-2108,HOME SPRAY 500CC - LINO Y PEO,4,6290.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00048,5493515971311,25016,CIP-2054,GUANTES HOUSEHOLD GLOVES XL - GRANDE,5,1176.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00048,5493515971311,25016,CIP-0633,LYSOFORM AEROSOL 315CC - ORIGINAL,5,3128.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00048,5493515971311,25016,CIP-1009,SAPHIRUS SENSACIONES + HOLDER - BRISA MARINO,3,6620.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00049,5492994228106,25017,CIP-0274,DIFUSOR PARA AUTOS MARCIANITO AROMANZA - DULZURA V,3,4260.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00049,5492994228106,25017,CIP-2155,INSECTICIDA ESCUDO MATA CUCARACHAS,2,3260.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00049,5492994228106,25017,CIP-0918,SAHUMERIOS MOMENTOS X 5 AROMANZA - DULZURA,4,1640.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00050,5492994228106,25017,CIP-1082,ACONDICIONADOR DOVE DOY PACK X 180CC - RITUAL REP,1,2500.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00050,5492994228106,25017,CIP-2139,HUAGRO RAT BLOQUE X 1K,2,26850.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00051,5492994228106,25017,CIP-2862,REPASADOR MUNDIAL LINEA 10,2,1240.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00051,5492994228106,25017,CIP-0954,SAHUMERIOS TIBETANOS SLIM X 10V AROMANZA,3,1290.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00051,5492994228106,25017,CIP-2985,SAHUMERIOS HEXAGONAL - ROSE,1,570.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00052,5492998718887,25018,CIP-0396,DIFUSOR SAPHIRUS PREMIUM - SWEET BABY,5,8740.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00053,5492998718887,25018,CIP-0866,SAHUMERIOS BANGLADESH X 10 - PATCHOULI,2,880.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00053,5492998718887,25018,CIP-2443,MR MUSCULO VIDRIOS AEROSOL,2,3211.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00053,5492998718887,25018,CIP-0371,DIFUSOR SAPHIRUS DISNEY - MINNIE,3,4460.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00054,5492998718887,25018,CIP-0433,ESENCIA PARA HORNITO SAPHIRUS - LIMON,1,2580.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00054,5492998718887,25018,CIP-1203,ASPERSOR / REGADOR PARA JARDIN CON NIPLE GIBER,4,2650.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00055,5492995028869,25019,CIP-3037,SECADOR FIORENTINA AQUARAPID 40CM,2,3520.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00055,5492995028869,25019,CIP-1087,ACONDICIONADOR PANTENE X 200CC - BAMBU,3,3740.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00055,5492995028869,25019,CIP-3346,VELON AROMATICO ILUMINARTE +18HS - FRUTILLA,2,501.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00056,5492995028869,25019,CIP-3205,SUIZA DETERGENTE LAVAVAJILLAS X 300CC,5,1400.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00056,5492995028869,25019,CIP-0343,DIFUSOR SAPHIRUS 120CC - PETALOS DE,5,4460.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00056,5492995028869,25019,CIP-1421,CEPILLO DE DIENTES ORAL B KIDS,3,3010.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00056,5492995028869,25019,CIP-2424,MICROFIBRA PISOS MR TRAPO,4,3266.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00057,5492995028869,25019,CIP-2193,JABON LIQUIDO PARA DILUIR ALA X 500CC - MAXIMA BLANCURA,2,7980.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00057,5492995028869,25019,CIP-1181,AMON COMPLEX SW X 20LT,4,56520.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00057,5492995028869,25019,CIP-2500,ORGANIZADOR CON TAPA MADERA CHICO - BLANCO,4,6400.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
