pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000042,5493515128177,2025-10-01 08:25:00,confirmado,2154.42,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000043,5493585098671,2025-06-06 14:42:00,confirmado,2144.13,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000044,5493585098671,2025-06-23 08:25:00,confirmado,4498.07,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000045,5493585098671,2025-07-15 10:32:00,confirmado,2426.17,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000046,5493585098671,2025-08-03 13:01:00,confirmado,1977.23,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000047,5493585098671,2025-08-20 15:49:00,confirmado,1672.47,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000048,5493585098671,2025-09-10 14:21:00,confirmado,3450.23,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000049,5493585098671,2025-10-01 12:12:00,confirmado,2857.42,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000050,5493415100153,2025-06-04 11:52:00,confirmado,1700.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000051,5493415100153,2025-06-26 13:34:00,confirmado,2733.52,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000052,5493415100153,2025-07-12 08:02:00,confirmado,2104.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000053,5493415100153,2025-07-29 14:00:00,confirmado,1635.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000054,5493415100153,2025-08-25 16:21:00,confirmado,1600.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000055,5493415100153,2025-09-17 14:38:00,confirmado,1994.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000056,5493415100153,2025-10-07 16:59:00,confirmado,2577.92,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000057,5493415100154,2025-06-01 18:42:00,confirmado,3125.18,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000058,5493415100154,2025-06-19 10:12:00,confirmado,4705.54,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000059,5493415100154,2025-07-14 17:28:00,confirmado,2012.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000060,5493415100154,2025-08-06 18:59:00,confirmado,1159.37,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000061,5493415100154,2025-08-25 14:08:00,confirmado,2409.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000062,5493415100154,2025-09-19 09:58:00,confirmado,1807.35,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000063,5493415100154,2025-10-01 08:02:00,confirmado,4299.98,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000064,5493415100155,2025-06-04 10:04:00,confirmado,2447.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000065,5493415100155,2025-06-20 15:37:00,confirmado,2341.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000066,5493415100155,2025-07-12 09:17:00,confirmado,3815.94,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000067,5493415100155,2025-07-31 10:33:00,confirmado,2234.74,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000068,5493415100155,2025-08-20 10:30:00,confirmado,1117.37,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000069,5493415100155,2025-09-17 09:38:00,confirmado,3249.09,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000070,5493415100155,2025-10-10 09:02:00,confirmado,2341.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000071,5493415100156,2025-06-01 13:33:00,confirmado,3516.39,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000072,5493415100156,2025-06-27 10:42:00,confirmado,2800.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000073,5493415100156,2025-07-11 18:22:00,confirmado,3134.88,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000074,5493415100156,2025-08-02 17:43:00,confirmado,4007.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000075,5493415100156,2025-08-25 08:06:00,confirmado,3645.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000076,5493415100156,2025-09-18 09:45:00,confirmado,2794.49,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000077,5493415100156,2025-10-07 12:27:00,confirmado,3085.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000078,5493415100157,2025-06-04 09:18:00,confirmado,2391.09,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000079,5493415100157,2025-06-22 18:32:00,confirmado,1704.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000080,5493415100157,2025-07-15 10:23:00,confirmado,934.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000081,5493415100157,2025-07-31 18:24:00,confirmado,1023.26,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000082,5493415100157,2025-08-22 09:21:00,confirmado,1704.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000083,5493415100157,2025-09-18 13:36:00,confirmado,2672.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000084,5493415100157,2025-10-01 09:01:00,confirmado,2412.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000085,5493415100150,2025-06-04 17:42:00,confirmado,1667.01,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000086,5493415100150,2025-06-17 14:35:00,confirmado,3032.03,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000087,5493415100150,2025-07-11 10:37:00,confirmado,3087.83,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000088,5493415100150,2025-08-08 16:44:00,confirmado,3339.94,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000089,5493415100150,2025-08-22 10:44:00,confirmado,1979.47,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000090,5493415100150,2025-09-15 13:28:00,confirmado,2720.13,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000091,5493415100150,2025-10-05 11:12:00,confirmado,2080.11,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000092,5493415100151,2025-06-01 10:31:00,confirmado,2236.42,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000093,5493415100151,2025-07-04 10:46:00,confirmado,1124.11,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000094,5493415100151,2025-08-20 12:08:00,confirmado,3274.78,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000095,5493415100151,2025-09-26 08:31:00,confirmado,2431.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000096,5493415100151,2025-11-05 08:13:00,confirmado,5314.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000097,5493415100151,2025-12-11 17:16:00,confirmado,3266.15,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000098,5493415100151,2026-01-16 18:08:00,confirmado,1464.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000099,5493415100151,2026-04-15 08:34:00,confirmado,677.41,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000100,5493415100151,2026-04-18 12:16:00,confirmado,1016.52,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000101,5493415100151,2026-04-20 14:45:00,confirmado,682.01,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000102,5493415100152,2025-06-01 14:04:00,confirmado,920.69,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000103,5493415100152,2025-07-08 17:13:00,confirmado,2706.54,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000104,5493415100152,2025-08-14 15:59:00,confirmado,2046.03,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000105,5493415100152,2025-09-18 12:33:00,confirmado,1701.83,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000106,5493415100152,2025-10-26 11:09:00,confirmado,920.69,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000107,5493415100152,2025-12-11 15:27:00,confirmado,4643.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000108,5493415100152,2026-01-15 15:01:00,confirmado,2806.39,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000109,5493415100152,2026-04-14 12:41:00,confirmado,1498.53,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000110,5493415100152,2026-04-17 09:31:00,confirmado,1023.26,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000111,5493415100152,2026-04-22 16:38:00,confirmado,1053.06,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000112,5493587905250,2025-06-02 16:09:00,confirmado,1187.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000113,5493587905250,2025-07-05 17:44:00,confirmado,2219.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000114,5493587905250,2025-08-12 10:56:00,confirmado,1798.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000115,5493587905250,2025-09-19 09:34:00,confirmado,858.68,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000116,5493587905250,2025-10-29 17:57:00,confirmado,1310.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000117,5493587905250,2025-12-05 09:17:00,confirmado,2093.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000118,5493587905250,2026-01-19 14:46:00,confirmado,2069.26,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000119,5493587905250,2026-04-15 12:32:00,confirmado,420.52,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000120,5493587905250,2026-04-27 08:15:00,confirmado,750.15,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000121,5493587905250,2026-05-17 09:35:00,confirmado,617.75,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000122,5493582641213,2025-06-01 18:42:00,confirmado,920.69,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000123,5493582641213,2025-07-06 10:01:00,confirmado,1471.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000124,5493582641213,2025-08-18 18:34:00,confirmado,682.01,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000125,5493582641213,2025-09-24 12:23:00,confirmado,2046.03,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000126,5493582641213,2025-10-30 16:54:00,confirmado,3023.49,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000127,5493582641213,2025-12-09 10:39:00,confirmado,2426.31,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000128,5493582641213,2026-01-12 14:41:00,confirmado,1568.67,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000129,5493582641213,2026-04-07 15:54:00,confirmado,1017.80,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000130,5493582641213,2026-04-12 09:45:00,confirmado,1162.32,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000131,5493582641213,2026-04-13 10:10:00,confirmado,1560.70,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000132,5492991227644,2025-06-01 14:21:00,confirmado,2952.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000133,5492991227644,2025-07-14 16:26:00,confirmado,5073.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000134,5492991227644,2025-08-14 14:00:00,confirmado,2360.78,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000135,5492991227644,2025-09-22 14:20:00,confirmado,1117.37,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000136,5492991227644,2025-10-27 13:51:00,confirmado,3810.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000137,5492991227644,2025-12-08 18:22:00,confirmado,3102.62,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000138,5492991227644,2026-01-13 14:57:00,confirmado,4197.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000139,5492991227644,2026-04-03 14:40:00,confirmado,1358.19,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000140,5492991227644,2026-04-05 12:27:00,confirmado,1727.10,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000141,5492991227644,2026-04-15 17:13:00,confirmado,1266.12,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000142,5493418277249,2025-06-01 18:03:00,confirmado,1856.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000143,5493418277249,2025-07-06 08:17:00,confirmado,1390.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000144,5493418277249,2025-08-15 11:58:00,confirmado,2334.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000145,5493418277249,2025-09-27 09:36:00,confirmado,2538.98,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000146,5493418277249,2025-10-31 09:27:00,confirmado,2567.98,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000147,5493418277249,2025-12-06 16:07:00,confirmado,2706.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000148,5493418277249,2026-01-13 12:36:00,confirmado,3304.56,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000149,5493418277249,2026-04-09 18:00:00,confirmado,1058.52,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000150,5493418277249,2026-04-27 18:32:00,confirmado,1367.83,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000151,5493418277249,2026-05-03 16:27:00,confirmado,1117.37,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000152,5493587747641,2025-06-03 10:42:00,confirmado,1153.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000153,5493587747641,2025-07-04 14:28:00,confirmado,1140.35,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000154,5493587747641,2025-08-15 16:00:00,confirmado,1597.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000155,5493587747641,2025-09-20 15:15:00,confirmado,949.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000156,5493587747641,2025-11-02 09:23:00,confirmado,576.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000157,5493587747641,2025-12-03 11:07:00,confirmado,1105.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000158,5493587747641,2026-01-15 08:33:00,confirmado,684.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000159,5493587747641,2026-04-07 16:52:00,confirmado,599.22,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000160,5493587747641,2026-04-09 10:46:00,confirmado,462.44,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000161,5493587747641,2026-05-05 15:58:00,confirmado,1258.89,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000162,5492614053074,2025-06-05 18:30:00,confirmado,4144.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000163,5492614053074,2025-07-10 17:32:00,confirmado,3179.97,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000164,5492614053074,2025-08-12 18:34:00,confirmado,1653.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000165,5492614053074,2025-09-21 15:50:00,confirmado,2356.74,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000166,5492614053074,2025-11-03 18:44:00,confirmado,2880.01,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000167,5492614053074,2025-12-09 15:45:00,confirmado,2718.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000168,5492614053074,2026-01-19 18:52:00,confirmado,1696.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000169,5492614053074,2026-04-27 17:49:00,confirmado,912.72,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000170,5492614053074,2026-05-03 15:18:00,confirmado,1568.67,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000171,5492614053074,2026-05-04 09:01:00,confirmado,1672.47,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000172,5493514079279,2025-06-01 15:48:00,confirmado,3444.77,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000173,5493514079279,2025-07-06 10:28:00,confirmado,3451.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000174,5493514079279,2025-08-15 15:56:00,confirmado,2823.24,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000175,5493514079279,2025-09-20 14:52:00,confirmado,3096.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000176,5493514079279,2025-11-02 15:08:00,confirmado,4513.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000177,5493514079279,2025-12-04 10:14:00,confirmado,2341.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000178,5493514079279,2026-01-11 10:11:00,confirmado,2755.35,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000179,5493514079279,2026-04-23 18:54:00,confirmado,1454.39,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000180,5493514079279,2026-04-30 13:19:00,confirmado,783.72,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000181,5493514079279,2026-05-09 09:06:00,confirmado,579.07,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000182,5493876914178,2025-06-01 13:24:00,confirmado,2064.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000183,5493876914178,2025-07-14 14:14:00,confirmado,1841.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000184,5493876914178,2025-08-19 18:27:00,confirmado,1296.57,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000185,5493876914178,2025-09-20 09:43:00,confirmado,2984.85,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000186,5493876914178,2025-10-27 14:28:00,confirmado,2417.58,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000187,5493876914178,2025-12-05 16:12:00,confirmado,3250.56,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000188,5493876914178,2026-01-16 18:49:00,confirmado,2930.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000189,5493876914178,2026-04-07 10:18:00,confirmado,1117.37,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000190,5493876914178,2026-04-30 13:36:00,confirmado,2010.77,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000191,5493876914178,2026-05-01 14:47:00,confirmado,1125.34,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000192,5492617175545,2025-06-03 16:28:00,confirmado,1853.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000193,5492617175545,2025-07-07 14:14:00,confirmado,1546.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000194,5492617175545,2025-08-12 13:06:00,confirmado,2041.76,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000195,5492617175545,2025-09-24 09:14:00,confirmado,1082.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000196,5492617175545,2025-11-05 10:05:00,confirmado,2891.74,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000197,5492617175545,2025-12-06 16:57:00,confirmado,2231.43,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000198,5492617175545,2026-01-10 14:30:00,confirmado,1813.14,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000199,5492617175545,2026-05-02 11:57:00,confirmado,485.83,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000200,5492617175545,2026-05-12 08:10:00,confirmado,1317.54,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000201,5492617175545,2026-05-19 11:54:00,confirmado,1258.89,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000202,5493818437953,2025-06-06 14:55:00,confirmado,2316.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000203,5493818437953,2025-07-06 17:04:00,confirmado,1725.91,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000204,5493818437953,2025-08-12 12:29:00,confirmado,2080.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000205,5493818437953,2025-09-24 12:53:00,confirmado,1944.59,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000206,5493818437953,2025-11-02 13:27:00,confirmado,2485.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000207,5493818437953,2025-12-11 18:22:00,confirmado,1837.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000208,5493818437953,2026-01-16 12:26:00,confirmado,1791.23,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000209,5493818437953,2026-04-02 16:46:00,confirmado,1667.01,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000210,5493818437953,2026-04-28 16:41:00,confirmado,2341.05,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000211,5493818437953,2026-05-18 10:35:00,confirmado,785.81,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000212,5493582132179,2025-06-05 11:37:00,confirmado,2501.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000213,5493582132179,2025-07-08 15:14:00,confirmado,1164.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000214,5493582132179,2025-08-15 10:26:00,confirmado,3732.76,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000215,5493582132179,2025-09-20 09:54:00,confirmado,1975.45,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000216,5493582132179,2025-11-04 14:01:00,confirmado,3682.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000217,5493582132179,2025-12-11 08:44:00,confirmado,1364.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000218,5493582132179,2026-01-18 15:50:00,confirmado,3882.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000219,5493582132179,2026-04-11 18:21:00,confirmado,1058.52,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000220,5493582132179,2026-04-29 14:56:00,confirmado,1017.80,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000221,5493582132179,2026-05-07 10:31:00,confirmado,817.75,Pedido reciente field mock,true,false,fase-06-1-field-recent
