pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000006,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1782.50,2,Pedido histórico field mock (2025-09-17),true,5493587905250
PF-000006,10094,SINFONIA DDL 1X100GRS GAONA,4,954.50,2,Pedido histórico field mock (2025-09-17),true,5493587905250
PF-000007,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1529.50,2,Pedido histórico field mock (2025-10-07),true,5493587905250
PF-000007,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1782.50,2,Pedido histórico field mock (2025-10-07),true,5493587905250
PF-000008,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1278.00,3,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000008,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1197.00,3,Pedido histórico field mock (2025-06-01),true,5493582641213
PF-000009,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1278.00,3,Pedido histórico field mock (2025-06-27),true,5493582641213
PF-000009,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1197.00,3,Pedido histórico field mock (2025-06-27),true,5493582641213
PF-000009,375,LIMON 3 LTS. X 6 MANAOS,2,9720.00,3,Pedido histórico field mock (2025-06-27),true,5493582641213
PF-000010,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1278.00,3,Pedido histórico field mock (2025-07-16),true,5493582641213
PF-000010,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1197.00,3,Pedido histórico field mock (2025-07-16),true,5493582641213
PF-000010,10127,ALAMESA MINI TOSTADAS DE ARROZ 1X120GRS GAONA,1,1584.00,3,Pedido histórico field mock (2025-07-16),true,5493582641213
PF-000010,10094,SINFONIA DDL 1X100GRS GAONA,4,747.00,3,Pedido histórico field mock (2025-07-16),true,5493582641213
PF-000011,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1278.00,3,Pedido histórico field mock (2025-08-03),true,5493582641213
PF-000011,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1197.00,3,Pedido histórico field mock (2025-08-03),true,5493582641213
PF-000011,283,NARANJA 600ml X 12 MANAOS,3,8424.00,3,Pedido histórico field mock (2025-08-03),true,5493582641213
PF-000011,10042,MANAOS LATA NARANJA X6 UNIDADES,4,5094.00,3,Pedido histórico field mock (2025-08-03),true,5493582641213
PF-000012,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1278.00,3,Pedido histórico field mock (2025-08-24),true,5493582641213
PF-000012,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1197.00,3,Pedido histórico field mock (2025-08-24),true,5493582641213
PF-000012,10115,ANILLO COCO 1X220GRS GAONA,1,1197.00,3,Pedido histórico field mock (2025-08-24),true,5493582641213
PF-000012,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,2,10287.00,3,Pedido histórico field mock (2025-08-24),true,5493582641213
PF-000013,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1278.00,3,Pedido histórico field mock (2025-09-18),true,5493582641213
PF-000013,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1197.00,3,Pedido histórico field mock (2025-09-18),true,5493582641213
PF-000014,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1278.00,3,Pedido histórico field mock (2025-10-06),true,5493582641213
PF-000014,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1197.00,3,Pedido histórico field mock (2025-10-06),true,5493582641213
PF-000014,283,NARANJA 600ml X 12 MANAOS,4,8424.00,3,Pedido histórico field mock (2025-10-06),true,5493582641213
PF-000014,10092,SINFONIA THINS 1X50GRS GAONA,1,450.00,3,Pedido histórico field mock (2025-10-06),true,5493582641213
PF-000015,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1207.00,4,Pedido histórico field mock (2025-06-06),true,5492991227644
PF-000015,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,2,705.50,4,Pedido histórico field mock (2025-06-06),true,5492991227644
PF-000016,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,3,1207.00,4,Pedido histórico field mock (2025-06-17),true,5492991227644
PF-000016,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,1,705.50,4,Pedido histórico field mock (2025-06-17),true,5492991227644
PF-000016,315,SODA SIFON 2 lts. X6 MANAOS,3,8916.50,4,Pedido histórico field mock (2025-06-17),true,5492991227644
PF-000016,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,2,1572.50,4,Pedido histórico field mock (2025-06-17),true,5492991227644
PF-000017,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-07-14),true,5492991227644
PF-000017,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,4,705.50,4,Pedido histórico field mock (2025-07-14),true,5492991227644
PF-000017,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,4,9715.50,4,Pedido histórico field mock (2025-07-14),true,5492991227644
PF-000018,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1207.00,4,Pedido histórico field mock (2025-07-29),true,5492991227644
PF-000018,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,1,705.50,4,Pedido histórico field mock (2025-07-29),true,5492991227644
PF-000018,315,SODA SIFON 2 lts. X6 MANAOS,2,8916.50,4,Pedido histórico field mock (2025-07-29),true,5492991227644
PF-000018,10044,MANAOS LATA TÓNICA X6 UNIDADES,4,4811.00,4,Pedido histórico field mock (2025-07-29),true,5492991227644
PF-000019,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1207.00,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000019,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,4,705.50,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000019,283,NARANJA 600ml X 12 MANAOS,1,7956.00,4,Pedido histórico field mock (2025-08-28),true,5492991227644
PF-000020,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,3,1207.00,4,Pedido histórico field mock (2025-09-16),true,5492991227644
PF-000020,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,4,705.50,4,Pedido histórico field mock (2025-09-16),true,5492991227644
PF-000020,10092,SINFONIA THINS 1X50GRS GAONA,3,425.00,4,Pedido histórico field mock (2025-09-16),true,5492991227644
PF-000021,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,3,1207.00,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000021,10077,SINFONIA DUO FRUTILLA C/CREMA 1X100GRS GAONA,2,705.50,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000021,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,2,1572.50,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000021,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,1,9715.50,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000022,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,2,1850.00,1,Pedido histórico field mock (2025-06-02),true,5493418277249
PF-000022,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,4,1550.00,1,Pedido histórico field mock (2025-06-02),true,5493418277249
PF-000022,10092,SINFONIA THINS 1X50GRS GAONA,3,500.00,1,Pedido histórico field mock (2025-06-02),true,5493418277249
PF-000023,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,4,1850.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000023,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1550.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000023,375,LIMON 3 LTS. X 6 MANAOS,3,10800.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000023,10161,SURTIDO MANAOS 1.5 LITROS,2,7750.00,1,Pedido histórico field mock (2025-06-19),true,5493418277249
PF-000024,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,1,1850.00,1,Pedido histórico field mock (2025-07-18),true,5493418277249
PF-000024,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1550.00,1,Pedido histórico field mock (2025-07-18),true,5493418277249
PF-000024,10091,SINFONIA THINS 1X95GRS GAONA,3,830.00,1,Pedido histórico field mock (2025-07-18),true,5493418277249
PF-000025,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,2,1850.00,1,Pedido histórico field mock (2025-08-03),true,5493418277249
PF-000025,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,4,1550.00,1,Pedido histórico field mock (2025-08-03),true,5493418277249
PF-000025,10092,SINFONIA THINS 1X50GRS GAONA,2,500.00,1,Pedido histórico field mock (2025-08-03),true,5493418277249
PF-000026,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,2,1850.00,1,Pedido histórico field mock (2025-08-24),true,5493418277249
PF-000026,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1550.00,1,Pedido histórico field mock (2025-08-24),true,5493418277249
PF-000026,315,SODA SIFON 2 lts. X6 MANAOS,3,10490.00,1,Pedido histórico field mock (2025-08-24),true,5493418277249
PF-000026,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,2,11430.00,1,Pedido histórico field mock (2025-08-24),true,5493418277249
PF-000027,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,3,1850.00,1,Pedido histórico field mock (2025-09-17),true,5493418277249
PF-000027,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1550.00,1,Pedido histórico field mock (2025-09-17),true,5493418277249
PF-000027,10042,MANAOS LATA NARANJA X6 UNIDADES,3,5660.00,1,Pedido histórico field mock (2025-09-17),true,5493418277249
PF-000027,10044,MANAOS LATA TÓNICA X6 UNIDADES,1,5660.00,1,Pedido histórico field mock (2025-09-17),true,5493418277249
PF-000028,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,1,1850.00,1,Pedido histórico field mock (2025-10-07),true,5493418277249
PF-000028,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1550.00,1,Pedido histórico field mock (2025-10-07),true,5493418277249
PF-000028,10091,SINFONIA THINS 1X95GRS GAONA,3,830.00,1,Pedido histórico field mock (2025-10-07),true,5493418277249
PF-000028,10043,MANAOS LATA POMELO X6 UNIDADES,4,5660.00,1,Pedido histórico field mock (2025-10-07),true,5493418277249
PF-000029,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,3,2127.50,2,Pedido histórico field mock (2025-06-03),true,5493587747641
PF-000029,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1529.50,2,Pedido histórico field mock (2025-06-03),true,5493587747641
PF-000030,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,1,2127.50,2,Pedido histórico field mock (2025-06-17),true,5493587747641
PF-000030,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-06-17),true,5493587747641
PF-000030,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,2,1403.00,2,Pedido histórico field mock (2025-06-17),true,5493587747641
PF-000031,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,3,2127.50,2,Pedido histórico field mock (2025-07-14),true,5493587747641
PF-000031,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-07-14),true,5493587747641
PF-000031,10115,ANILLO COCO 1X220GRS GAONA,1,1529.50,2,Pedido histórico field mock (2025-07-14),true,5493587747641
PF-000032,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,4,2127.50,2,Pedido histórico field mock (2025-08-02),true,5493587747641
PF-000032,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1529.50,2,Pedido histórico field mock (2025-08-02),true,5493587747641
PF-000032,375,LIMON 3 LTS. X 6 MANAOS,1,12420.00,2,Pedido histórico field mock (2025-08-02),true,5493587747641
PF-000032,10094,SINFONIA DDL 1X100GRS GAONA,4,954.50,2,Pedido histórico field mock (2025-08-02),true,5493587747641
PF-000033,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,1,2127.50,2,Pedido histórico field mock (2025-08-21),true,5493587747641
PF-000033,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-08-21),true,5493587747641
PF-000034,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,1,2127.50,2,Pedido histórico field mock (2025-09-12),true,5493587747641
PF-000034,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1529.50,2,Pedido histórico field mock (2025-09-12),true,5493587747641
PF-000034,283,NARANJA 600ml X 12 MANAOS,2,10764.00,2,Pedido histórico field mock (2025-09-12),true,5493587747641
PF-000035,10104,MAGDALENA VAINILLA C/CHIPS 1X180GRS GAONA,2,2127.50,2,Pedido histórico field mock (2025-10-06),true,5493587747641
PF-000035,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1529.50,2,Pedido histórico field mock (2025-10-06),true,5493587747641
PF-000035,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,3,2127.50,2,Pedido histórico field mock (2025-10-06),true,5493587747641
PF-000035,10057,SABORES DE LA VIDA AVENA/PASAS 1X160GRS GAONA,4,1403.00,2,Pedido histórico field mock (2025-10-06),true,5493587747641
PF-000036,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1197.00,3,Pedido histórico field mock (2025-06-06),true,5492614053074
PF-000036,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1395.00,3,Pedido histórico field mock (2025-06-06),true,5492614053074
PF-000036,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,4,10287.00,3,Pedido histórico field mock (2025-06-06),true,5492614053074
PF-000036,10092,SINFONIA THINS 1X50GRS GAONA,2,450.00,3,Pedido histórico field mock (2025-06-06),true,5492614053074
PF-000037,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1197.00,3,Pedido histórico field mock (2025-06-21),true,5492614053074
PF-000037,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1395.00,3,Pedido histórico field mock (2025-06-21),true,5492614053074
PF-000037,10161,SURTIDO MANAOS 1.5 LITROS,1,6975.00,3,Pedido histórico field mock (2025-06-21),true,5492614053074
PF-000037,10043,MANAOS LATA POMELO X6 UNIDADES,3,5094.00,3,Pedido histórico field mock (2025-06-21),true,5492614053074
PF-000038,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1197.00,3,Pedido histórico field mock (2025-07-16),true,5492614053074
PF-000038,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1395.00,3,Pedido histórico field mock (2025-07-16),true,5492614053074
PF-000039,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1197.00,3,Pedido histórico field mock (2025-08-01),true,5492614053074
PF-000039,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,4,1395.00,3,Pedido histórico field mock (2025-08-01),true,5492614053074
PF-000039,10094,SINFONIA DDL 1X100GRS GAONA,3,747.00,3,Pedido histórico field mock (2025-08-01),true,5492614053074
PF-000039,10092,SINFONIA THINS 1X50GRS GAONA,4,450.00,3,Pedido histórico field mock (2025-08-01),true,5492614053074
PF-000040,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1197.00,3,Pedido histórico field mock (2025-08-19),true,5492614053074
PF-000040,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,4,1395.00,3,Pedido histórico field mock (2025-08-19),true,5492614053074
PF-000041,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1197.00,3,Pedido histórico field mock (2025-09-13),true,5492614053074
PF-000041,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1395.00,3,Pedido histórico field mock (2025-09-13),true,5492614053074
PF-000042,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1197.00,3,Pedido histórico field mock (2025-10-10),true,5492614053074
PF-000042,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1395.00,3,Pedido histórico field mock (2025-10-10),true,5492614053074
PF-000043,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1317.50,4,Pedido histórico field mock (2025-06-02),true,5493514079279
PF-000043,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-06-02),true,5493514079279
PF-000043,315,SODA SIFON 2 lts. X6 MANAOS,3,8916.50,4,Pedido histórico field mock (2025-06-02),true,5493514079279
PF-000044,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1317.50,4,Pedido histórico field mock (2025-06-20),true,5493514079279
PF-000044,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-06-20),true,5493514079279
PF-000044,10044,MANAOS LATA TÓNICA X6 UNIDADES,2,4811.00,4,Pedido histórico field mock (2025-06-20),true,5493514079279
PF-000045,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1317.50,4,Pedido histórico field mock (2025-07-09),true,5493514079279
PF-000045,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-07-09),true,5493514079279
PF-000046,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1317.50,4,Pedido histórico field mock (2025-08-03),true,5493514079279
PF-000046,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-08-03),true,5493514079279
PF-000046,315,SODA SIFON 2 lts. X6 MANAOS,4,8916.50,4,Pedido histórico field mock (2025-08-03),true,5493514079279
PF-000047,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1317.50,4,Pedido histórico field mock (2025-08-23),true,5493514079279
PF-000047,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1207.00,4,Pedido histórico field mock (2025-08-23),true,5493514079279
PF-000048,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1317.50,4,Pedido histórico field mock (2025-09-13),true,5493514079279
PF-000048,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-09-13),true,5493514079279
PF-000048,10161,SURTIDO MANAOS 1.5 LITROS,3,6587.50,4,Pedido histórico field mock (2025-09-13),true,5493514079279
PF-000048,283,NARANJA 600ml X 12 MANAOS,3,7956.00,4,Pedido histórico field mock (2025-09-13),true,5493514079279
PF-000049,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1317.50,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000049,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,3,1207.00,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000049,337,NARANJA-DURAZNO S/ AZUCAR 2.25 LTS. X 6 MANAOS,2,9715.50,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000050,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1330.00,1,Pedido histórico field mock (2025-06-01),true,5493876914178
PF-000050,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1420.00,1,Pedido histórico field mock (2025-06-01),true,5493876914178
PF-000050,10042,MANAOS LATA NARANJA X6 UNIDADES,1,5660.00,1,Pedido histórico field mock (2025-06-01),true,5493876914178
PF-000050,10161,SURTIDO MANAOS 1.5 LITROS,1,7750.00,1,Pedido histórico field mock (2025-06-01),true,5493876914178
PF-000051,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1330.00,1,Pedido histórico field mock (2025-06-19),true,5493876914178
PF-000051,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1420.00,1,Pedido histórico field mock (2025-06-19),true,5493876914178
PF-000051,10091,SINFONIA THINS 1X95GRS GAONA,1,830.00,1,Pedido histórico field mock (2025-06-19),true,5493876914178
PF-000052,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1330.00,1,Pedido histórico field mock (2025-07-16),true,5493876914178
PF-000052,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1420.00,1,Pedido histórico field mock (2025-07-16),true,5493876914178
PF-000053,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1330.00,1,Pedido histórico field mock (2025-08-02),true,5493876914178
PF-000053,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,3,1420.00,1,Pedido histórico field mock (2025-08-02),true,5493876914178
PF-000053,10115,ANILLO COCO 1X220GRS GAONA,4,1330.00,1,Pedido histórico field mock (2025-08-02),true,5493876914178
PF-000053,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,1,1850.00,1,Pedido histórico field mock (2025-08-02),true,5493876914178
PF-000054,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1330.00,1,Pedido histórico field mock (2025-08-27),true,5493876914178
PF-000054,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1420.00,1,Pedido histórico field mock (2025-08-27),true,5493876914178
PF-000054,10044,MANAOS LATA TÓNICA X6 UNIDADES,3,5660.00,1,Pedido histórico field mock (2025-08-27),true,5493876914178
PF-000055,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1330.00,1,Pedido histórico field mock (2025-09-09),true,5493876914178
PF-000055,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,1,1420.00,1,Pedido histórico field mock (2025-09-09),true,5493876914178
PF-000056,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1330.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000056,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,2,1420.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000056,10091,SINFONIA THINS 1X95GRS GAONA,4,830.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000057,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000057,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1782.50,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000058,10117,ANILLO VAINILLA 1X220GRS GAONA,3,1529.50,2,Pedido histórico field mock (2025-06-18),true,5492617175545
PF-000058,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1782.50,2,Pedido histórico field mock (2025-06-18),true,5492617175545
PF-000059,10117,ANILLO VAINILLA 1X220GRS GAONA,2,1529.50,2,Pedido histórico field mock (2025-07-13),true,5492617175545
PF-000059,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1782.50,2,Pedido histórico field mock (2025-07-13),true,5492617175545
PF-000059,10102,MAGDALENA RELL. FRUTILLA 1X215GRS GAONA,3,2127.50,2,Pedido histórico field mock (2025-07-13),true,5492617175545
PF-000060,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1529.50,2,Pedido histórico field mock (2025-08-02),true,5492617175545
PF-000060,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1782.50,2,Pedido histórico field mock (2025-08-02),true,5492617175545
PF-000061,10117,ANILLO VAINILLA 1X220GRS GAONA,1,1529.50,2,Pedido histórico field mock (2025-08-26),true,5492617175545
PF-000061,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1782.50,2,Pedido histórico field mock (2025-08-26),true,5492617175545
PF-000062,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-09-17),true,5492617175545
PF-000062,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1782.50,2,Pedido histórico field mock (2025-09-17),true,5492617175545
PF-000062,10115,ANILLO COCO 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-09-17),true,5492617175545
PF-000062,10127,ALAMESA MINI TOSTADAS DE ARROZ 1X120GRS GAONA,3,2024.00,2,Pedido histórico field mock (2025-09-17),true,5492617175545
PF-000063,10117,ANILLO VAINILLA 1X220GRS GAONA,4,1529.50,2,Pedido histórico field mock (2025-10-08),true,5492617175545
PF-000063,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,3,1782.50,2,Pedido histórico field mock (2025-10-08),true,5492617175545
PF-000063,10127,ALAMESA MINI TOSTADAS DE ARROZ 1X120GRS GAONA,1,2024.00,2,Pedido histórico field mock (2025-10-08),true,5492617175545
PF-000064,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,3,1207.00,4,Pedido histórico field mock (2025-06-02),true,5492618861463
PF-000064,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,2,1317.50,4,Pedido histórico field mock (2025-06-02),true,5492618861463
PF-000064,10161,SURTIDO MANAOS 1.5 LITROS,4,6587.50,4,Pedido histórico field mock (2025-06-02),true,5492618861463
PF-000064,283,NARANJA 600ml X 12 MANAOS,2,7956.00,4,Pedido histórico field mock (2025-06-02),true,5492618861463
PF-000065,10128,ALAMESA TOSTADA CLASICA 1X200GRS GAONA,4,1207.00,4,Pedido histórico field mock (2025-06-20),true,5492618861463
PF-000065,10076,SINFONIA (CLASICA) AGRUPADA 4X50GRS GAONA,1,1317.50,4,Pedido histórico field mock (2025-06-20),true,5492618861463
