pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000030,5493587747641,2025-06-21 14:39:00,confirmado,6037.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000031,5493587747641,2025-07-12 17:52:00,confirmado,68942.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000032,5493587747641,2025-08-01 18:57:00,confirmado,9671.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000033,5493587747641,2025-08-19 10:33:00,confirmado,7245.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000034,5493587747641,2025-09-11 13:54:00,confirmado,43378.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000035,5493587747641,2025-10-06 09:16:00,confirmado,10177.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000036,5492614053074,2025-06-02 09:23:00,confirmado,4860.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000037,5492614053074,2025-06-17 10:50:00,confirmado,38340.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000038,5492614053074,2025-07-11 11:15:00,confirmado,28476.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000039,5492614053074,2025-08-08 08:11:00,confirmado,33543.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000040,5492614053074,2025-08-20 09:19:00,confirmado,6075.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000041,5492614053074,2025-09-19 17:50:00,confirmado,54090.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000042,5492614053074,2025-10-06 11:04:00,confirmado,13185.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000043,5493514079279,2025-06-01 17:37:00,confirmado,5423.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000044,5493514079279,2025-06-20 11:10:00,confirmado,2040.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000045,5493514079279,2025-07-11 08:20:00,confirmado,53006.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000046,5493514079279,2025-08-06 11:25:00,confirmado,5746.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000047,5493514079279,2025-08-29 14:37:00,confirmado,11492.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000048,5493514079279,2025-09-11 17:57:00,confirmado,12971.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000049,5493514079279,2025-10-01 10:48:00,confirmado,6120.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000050,5493876914178,2025-06-01 15:02:00,confirmado,2550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000051,5493876914178,2025-06-27 09:26:00,confirmado,11050.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000052,5493876914178,2025-07-17 16:02:00,confirmado,10130.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000053,5493876914178,2025-07-30 17:06:00,confirmado,6150.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000054,5493876914178,2025-08-19 18:41:00,confirmado,49200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000055,5493876914178,2025-09-12 12:56:00,confirmado,72900.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000056,5493876914178,2025-10-05 09:55:00,confirmado,64010.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000057,5492617175545,2025-06-04 18:47:00,confirmado,4312.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000058,5492617175545,2025-06-19 08:56:00,confirmado,4485.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000059,5492617175545,2025-07-15 15:58:00,confirmado,73772.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000060,5492617175545,2025-08-02 09:21:00,confirmado,10879.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000061,5492617175545,2025-08-28 08:27:00,confirmado,20723.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000062,5492617175545,2025-09-18 11:37:00,confirmado,11730.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000063,5492617175545,2025-10-03 12:14:00,confirmado,71357.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000064,5493818437953,2025-06-05 09:50:00,confirmado,7785.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000065,5493818437953,2025-06-17 14:14:00,confirmado,18585.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000066,5493818437953,2025-07-17 16:47:00,confirmado,5670.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000067,5493818437953,2025-08-07 09:14:00,confirmado,13581.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000068,5493818437953,2025-08-20 18:02:00,confirmado,37395.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000069,5493818437953,2025-09-17 12:04:00,confirmado,8100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000070,5493818437953,2025-10-08 13:46:00,confirmado,58545.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000071,5493582132179,2025-06-01 11:13:00,confirmado,4462.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000072,5493582132179,2025-07-06 16:18:00,confirmado,15971.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000073,5493582132179,2025-08-11 12:48:00,confirmado,2167.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000074,5493582132179,2025-09-25 18:43:00,confirmado,68850.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000075,5493582132179,2025-10-29 10:18:00,confirmado,5227.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000076,5493582132179,2025-12-06 18:11:00,confirmado,35317.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000077,5493582132179,2026-01-18 13:57:00,confirmado,10914.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000078,5493582132179,2026-04-26 13:23:00,confirmado,2167.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000079,5493582132179,2026-05-11 18:38:00,confirmado,4080.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000080,5493582132179,2026-05-15 13:12:00,confirmado,4080.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000081,5493872845902,2025-06-01 18:33:00,confirmado,3750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000082,5493872845902,2025-07-08 14:35:00,confirmado,17400.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000083,5493872845902,2025-08-21 14:37:00,confirmado,5100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000084,5493872845902,2025-09-21 16:19:00,confirmado,21640.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000085,5493872845902,2025-10-29 16:04:00,confirmado,22050.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000086,5493872845902,2025-12-06 08:49:00,confirmado,5100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000087,5493872845902,2026-01-18 18:27:00,confirmado,5100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000088,5493872845902,2026-04-07 11:24:00,confirmado,2550.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000089,5493872845902,2026-05-10 08:26:00,confirmado,3600.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000090,5493872845902,2026-05-11 09:14:00,confirmado,3600.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000091,5492997670210,2025-06-03 18:38:00,confirmado,19067.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000092,5492997670210,2025-07-06 09:55:00,confirmado,16767.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000093,5492997670210,2025-08-20 09:34:00,confirmado,20815.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000094,5492997670210,2025-09-27 14:30:00,confirmado,7072.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000095,5492997670210,2025-10-26 15:21:00,confirmado,7072.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000096,5492997670210,2025-12-11 08:19:00,confirmado,72105.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000097,5492997670210,2026-01-14 08:20:00,confirmado,15272.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000098,5492997670210,2026-04-15 13:58:00,confirmado,5865.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000099,5492997670210,2026-04-30 10:44:00,confirmado,6900.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000100,5492997670210,2026-05-06 17:59:00,confirmado,4140.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000101,5493811657614,2025-06-04 08:32:00,confirmado,6480.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000102,5493811657614,2025-07-04 14:52:00,confirmado,2160.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000103,5493811657614,2025-08-11 16:02:00,confirmado,13248.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000104,5493811657614,2025-09-18 13:22:00,confirmado,37530.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000105,5493811657614,2025-10-28 13:16:00,confirmado,6480.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000106,5493811657614,2025-12-07 13:32:00,confirmado,17784.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000107,5493811657614,2026-01-17 10:42:00,confirmado,35100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000108,5493811657614,2026-04-27 16:38:00,confirmado,3375.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000109,5493811657614,2026-05-07 08:31:00,confirmado,3645.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000110,5493811657614,2026-05-20 18:07:00,confirmado,3240.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000111,5492994145193,2025-06-04 11:57:00,confirmado,4207.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000112,5492994145193,2025-07-12 14:05:00,confirmado,6579.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000113,5492994145193,2025-08-20 13:31:00,confirmado,12784.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000114,5492994145193,2025-09-23 10:05:00,confirmado,5100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000115,5492994145193,2025-11-02 17:33:00,confirmado,9307.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000116,5492994145193,2025-12-08 14:47:00,confirmado,4080.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000117,5492994145193,2026-01-19 15:50:00,confirmado,7140.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000118,5492994145193,2026-04-14 14:57:00,confirmado,4207.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000119,5492994145193,2026-05-01 14:25:00,confirmado,4462.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000120,5492994145193,2026-05-12 13:45:00,confirmado,4462.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000121,5493515971311,2025-06-01 10:20:00,confirmado,6450.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000122,5493515971311,2025-07-10 18:00:00,confirmado,19300.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000123,5493515971311,2025-08-12 16:53:00,confirmado,9000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000124,5493515971311,2025-09-18 14:19:00,confirmado,6150.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000125,5493515971311,2025-11-01 16:49:00,confirmado,11110.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000126,5493515971311,2025-12-04 18:11:00,confirmado,11550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000127,5493515971311,2026-01-11 16:41:00,confirmado,45150.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000128,5493515971311,2026-04-13 08:45:00,confirmado,4800.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000129,5493515971311,2026-04-26 13:42:00,confirmado,3750.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000130,5493515971311,2026-04-27 09:09:00,confirmado,3600.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000131,5492994228106,2025-06-01 11:17:00,confirmado,66378.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000132,5492994228106,2025-07-09 08:47:00,confirmado,4140.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000133,5492994228106,2025-08-12 12:39:00,confirmado,6900.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000134,5492994228106,2025-09-28 13:20:00,confirmado,17882.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000135,5492994228106,2025-11-01 16:36:00,confirmado,5267.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000136,5492994228106,2025-12-04 17:02:00,confirmado,23460.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000137,5492994228106,2026-01-17 13:38:00,confirmado,16169.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000138,5492994228106,2026-04-03 18:46:00,confirmado,2932.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000139,5492994228106,2026-04-10 14:33:00,confirmado,5692.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000140,5492994228106,2026-05-09 15:36:00,confirmado,8797.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000141,5492998718887,2025-06-06 17:47:00,confirmado,28800.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000142,5492998718887,2025-07-05 14:43:00,confirmado,3240.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000143,5492998718887,2025-08-15 12:20:00,confirmado,9126.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000144,5492998718887,2025-09-19 15:29:00,confirmado,3240.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000145,5492998718887,2025-10-31 16:43:00,confirmado,11340.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000146,5492998718887,2025-12-07 13:41:00,confirmado,13932.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000147,5492998718887,2026-01-14 10:21:00,confirmado,6750.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000148,5492998718887,2026-04-01 10:03:00,confirmado,4725.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000149,5492998718887,2026-04-25 16:59:00,confirmado,3645.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000150,5492998718887,2026-05-06 09:04:00,confirmado,3240.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000151,5492995028869,2025-06-01 13:22:00,confirmado,4080.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000152,5492995028869,2025-07-10 13:57:00,confirmado,6120.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000153,5492995028869,2025-08-16 11:49:00,confirmado,9690.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000154,5492995028869,2025-09-18 10:09:00,confirmado,7140.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000155,5492995028869,2025-11-05 08:14:00,confirmado,5100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000156,5492995028869,2025-12-09 10:53:00,confirmado,3060.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000157,5492995028869,2026-01-14 18:50:00,confirmado,6120.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000158,5492995028869,2026-04-09 15:10:00,confirmado,3315.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000159,5492995028869,2026-04-29 12:08:00,confirmado,4207.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000160,5492995028869,2026-05-20 10:16:00,confirmado,5100.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000161,5493517304254,2025-06-05 15:07:00,confirmado,5100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000162,5493517304254,2025-07-07 15:34:00,confirmado,15170.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000163,5493517304254,2025-08-19 18:18:00,confirmado,21170.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000164,5493517304254,2025-09-27 10:12:00,confirmado,65490.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000165,5493517304254,2025-11-05 13:15:00,confirmado,12460.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000166,5493517304254,2025-12-05 16:27:00,confirmado,5250.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000167,5493517304254,2026-01-16 08:50:00,confirmado,16520.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000168,5493517304254,2026-05-02 13:46:00,confirmado,3750.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000169,5493517304254,2026-05-15 11:11:00,confirmado,3600.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000170,5493517304254,2026-05-20 18:39:00,confirmado,4800.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000171,5493416986538,2025-06-01 12:00:00,confirmado,22632.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000172,5493416986538,2025-07-10 13:47:00,confirmado,67390.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000173,5493416986538,2025-08-21 14:27:00,confirmado,18975.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000174,5493416986538,2025-09-22 17:02:00,confirmado,52267.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000175,5493416986538,2025-11-05 12:44:00,confirmado,10350.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000176,5493416986538,2025-12-03 16:40:00,confirmado,41745.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000177,5493416986538,2026-01-16 17:31:00,confirmado,8970.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000178,5493416986538,2026-04-03 18:44:00,confirmado,2932.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000179,5493416986538,2026-04-30 16:47:00,confirmado,7417.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000180,5493416986538,2026-05-09 16:34:00,confirmado,5865.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000181,5492619239862,2025-06-05 08:56:00,confirmado,7020.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000182,5492619239862,2025-07-05 10:42:00,confirmado,51453.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000183,5492619239862,2025-08-17 08:51:00,confirmado,52875.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000184,5492619239862,2025-09-20 08:10:00,confirmado,8100.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000185,5492619239862,2025-11-04 11:10:00,confirmado,10197.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000186,5492619239862,2025-12-07 18:32:00,confirmado,14247.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000187,5492619239862,2026-01-16 08:22:00,confirmado,3375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000188,5492619239862,2026-04-10 08:23:00,confirmado,6480.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000189,5492619239862,2026-04-13 14:09:00,confirmado,3510.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000190,5492619239862,2026-04-21 18:18:00,confirmado,4455.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000191,5493513952681,2025-06-01 12:48:00,confirmado,7905.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000192,5493513952681,2025-07-04 15:03:00,confirmado,6375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000193,5493513952681,2025-08-17 08:36:00,confirmado,8925.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000194,5493513952681,2025-09-20 16:21:00,confirmado,41250.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000195,5493513952681,2025-10-30 13:54:00,confirmado,6893.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000196,5493513952681,2025-12-09 13:09:00,confirmado,6375.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000197,5493513952681,2026-01-20 13:26:00,confirmado,6630.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000198,5493513952681,2026-04-15 11:18:00,confirmado,4080.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000199,5493513952681,2026-04-17 15:52:00,confirmado,4590.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000200,5493513952681,2026-05-13 11:52:00,confirmado,4207.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000201,5493414799650,2025-06-01 14:11:00,confirmado,2550.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000202,5493414799650,2025-07-11 12:31:00,confirmado,10200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000203,5493414799650,2025-08-16 18:13:00,confirmado,10200.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000204,5493414799650,2025-09-20 10:58:00,confirmado,9000.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000205,5493414799650,2025-11-04 11:01:00,confirmado,6300.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000206,5493414799650,2025-12-05 12:16:00,confirmado,11850.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000207,5493414799650,2026-01-14 13:13:00,confirmado,35900.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000208,5493414799650,2026-04-20 08:29:00,confirmado,3750.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000209,5493414799650,2026-04-26 13:31:00,confirmado,7200.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000210,5493414799650,2026-04-29 11:45:00,confirmado,2400.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000211,5492992500733,2025-06-05 17:07:00,confirmado,11730.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000212,5492992500733,2025-07-08 08:26:00,confirmado,10177.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000213,5492992500733,2025-08-16 08:33:00,confirmado,7245.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000214,5492992500733,2025-09-18 10:51:00,confirmado,13731.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000215,5492992500733,2025-11-03 12:06:00,confirmado,8625.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000216,5492992500733,2025-12-10 17:44:00,confirmado,2932.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000217,5492992500733,2026-01-10 12:30:00,confirmado,42596.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000218,5492992500733,2026-04-02 11:57:00,confirmado,4657.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000219,5492992500733,2026-04-15 16:56:00,confirmado,4485.00,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000220,5492992500733,2026-04-26 16:19:00,confirmado,2932.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000221,5492615139305,2025-06-02 10:29:00,confirmado,3177.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
