pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00001,5493587905250,25001,1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,4,5658.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00021,5493582132179,25011,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,1,1147.50,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00021,5493582132179,25011,1133,PERFUMES P/TAPIZADOS AUTOS — 5 L,3,2703.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00022,5493582132179,25011,1078,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 1 KG,3,7990.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00022,5493582132179,25011,1023,SHAMPOO ROPA FINA AMARILLO — 5 L,3,1198.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00023,5493872845902,25012,150,DIFUSOR CON VARILLAS VAINILLA - VAINILLA/COCO - VAINILLA-LIMON - FRUTOS ROJOS - UVA - CHICLES - CITRICOS - LIMON - LAVANDA-LAVANDA/LIMON - BAMBU - VAINILLA/NARANJA - CONIGLIO — UNIDAD,4,4600.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00023,5493872845902,25012,1119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 5 L,3,2100.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00023,5493872845902,25012,2170,LIMPIADOR CONCENTRADO CITRAL TRANSP. (VERDE) — 1 L,1,3750.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00023,5493872845902,25012,1151,DES. INDUSTRIAL CREMOSO/GEL — 5 L,3,3440.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00024,5493872845902,25012,1035,DET. LAVAVAJILLA AMARILLO — 5 L,4,1580.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00024,5493872845902,25012,1164,JABON MANOS DESENGRASANTE P/ TALLERES — 5 L,2,5670.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00024,5493872845902,25012,1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,3,4920.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00024,5493872845902,25012,2181,DESMANCHADOR LIMPIA ALFOMBRA APC — 1 L,4,6250.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00025,5492997670210,25013,2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,5,19205.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00025,5492997670210,25013,1021,SUAVIZANTE BLANCO — 5 L,3,1127.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00026,5492997670210,25013,1070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 5 L,2,16560.00,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00027,5493811657614,25014,12,JABON LIQUIDO C/SUAVI. LILA B/E — 20 L,2,900.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00028,5493811657614,25014,1071,LIMPIADOR CONCENTRADO LAVANDA GLADE TRANSP. (VIOLETA) — 5 L,2,11700.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00028,5493811657614,25014,2300,DESENGRASANTE MOTORES FORCE X PREMIUM — 1 L,2,5359.50,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00029,5492994145193,25015,1146,ACEITE P/ANTORCHAS CON CITRONELLA — 5 L,3,5304.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00029,5492994145193,25015,150,DIFUSOR CON VARILLAS VAINILLA - VAINILLA/COCO - VAINILLA-LIMON - FRUTOS ROJOS - UVA - CHICLES - CITRICOS - LIMON - LAVANDA-LAVANDA/LIMON - BAMBU - VAINILLA/NARANJA - CONIGLIO — UNIDAD,3,3910.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00029,5492994145193,25015,1094,PERF.BASE ALCOCHOL TKT — 5 L,1,2499.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00029,5492994145193,25015,1008,JABON LÍQUIDO VERDE B/E — 5 L,3,1020.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00030,5492994145193,25015,1178,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 5 KG,4,36295.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00030,5492994145193,25015,1094,PERF.BASE ALCOCHOL TKT — 5 L,3,2499.00,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00030,5492994145193,25015,1164,JABON MANOS DESENGRASANTE P/ TALLERES — 5 L,3,4819.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00030,5492994145193,25015,2041,CERA ACRILICA ROJA AUTOBRILLO — 1 L,5,5503.75,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00031,5493515971311,25016,1132,JABON DE MANOS ANTIBACTERIAL ESPADOL TRANSP. AMARILLO — 5 L,2,2100.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00031,5493515971311,25016,1171,DESMANCHADOR DE TELAS OXI -POWER LISTO — 5 L,1,2050.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00031,5493515971311,25016,1112,JABON EN POLVO BAJA ESPUMA X 10 KG — 10 KG,1,16200.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00032,5493515971311,25016,1077,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 1 KG,4,7850.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00032,5493515971311,25016,19,SUAVIZANTE AMARILLO — 20 L,4,800.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00033,5492994228106,25017,1010,JABON LÍQ.VERDE C/QUITAMANCHA — 5 L,5,1552.50,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00033,5492994228106,25017,19,SUAVIZANTE AMARILLO — 20 L,3,920.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00033,5492994228106,25017,1300,DESENGRASANTE MOTORES FORCE X PREMIUM — 5 L,3,5865.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00034,5492994228106,25017,1023,SHAMPOO ROPA FINA AMARILLO — 5 L,5,1621.50,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00034,5492994228106,25017,1133,PERFUMES P/TAPIZADOS AUTOS — 5 L,3,3657.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00034,5492994228106,25017,1078,MICROBIOCIDA ( CLORO POLVO 3 EN 1 ) POTE — 1 KG,5,10810.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00035,5492998718887,25018,1082,FLUIDO EXTRA — 5 L,4,5445.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00036,5492998718887,25018,1174,SHAMPOO PARA PERROS (PH NEUTRO) — 5 L,3,1782.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00036,5492998718887,25018,450,BIDON POL. X 5 LTS — UNIDAD,2,2700.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00036,5492998718887,25018,1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,4,1597.50,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00036,5492998718887,25018,19,SUAVIZANTE AMARILLO — 20 L,4,720.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00037,5492995028869,25019,1125,JABON DE MANOS CREMOSO COCO — 5 L,5,1785.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00037,5492995028869,25019,1083,INSECTICIDA PERFUMADO T/ FLIT (BASE SOLVENTE ) — 5 L,4,5312.50,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00038,5492995028869,25019,1117,JABON LIQUIDO CELESTE CON BICARBONATO — 5 L,2,1147.50,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00038,5492995028869,25019,2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,4,14195.00,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00038,5492995028869,25019,138,DET GASTRONOMICO ESPECIALIZADO X3 CONCENTRADO — 20 L,5,1602.25,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00038,5492995028869,25019,1037,DET. LAVAVAJILLA CREMOSO — 5 L,1,1343.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00039,5493517304254,25020,2042,CERA ACRILICA NATURAL AUTOBRILLO — 1 L,1,9780.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00040,5493517304254,25020,1171,DESMANCHADOR DE TELAS OXI -POWER LISTO — 5 L,2,2050.00,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00040,5493517304254,25020,1117,JABON LIQUIDO CELESTE CON BICARBONATO — 5 L,4,1350.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00041,5493416986538,25021,12,JABON LIQUIDO C/SUAVI. LILA B/E — 20 L,5,1150.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00041,5493416986538,25021,1018,SUAVIZANTE CELESTE — 5 L,5,1127.00,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00042,5493416986538,25021,152,PERFUMANTE VEHICULO VAINILLA-LIMON-LAVANDA-CONIGLIO-VIVEX-UVA — UNIDAD,3,4715.00,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00042,5493416986538,25021,2041,CERA ACRILICA ROJA AUTOBRILLO — 1 L,5,7446.25,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00043,5492619239862,25022,2070,CIPERMETRINA P/ DILUIR ( K-OTRINA ) EMULSIONADA DILUSION 1/20 LTS — 1 L,2,15030.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00043,5492619239862,25022,1019,SUAVIZANTE AMARILLO — 5 L,4,882.00,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00043,5492619239862,25022,1004,ESPUMA ACTIVA P/ CARROSERIA CONCENTRADA — 5 L,2,3024.00,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00043,5492619239862,25022,1083,INSECTICIDA PERFUMADO T/ FLIT (BASE SOLVENTE ) — 5 L,3,5625.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00044,5492619239862,25022,1014,APRESTO PLANCHADO 1+1 — 5 L,3,1219.50,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00044,5492619239862,25022,2040,CERA ACRILICA NEGRA AUTOBRILLO — 1 L,2,5827.50,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00045,5493513952681,25023,1015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 5 L,2,3961.00,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00046,5493513952681,25023,450,BIDON POL. X 5 LTS — UNIDAD,5,2550.00,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00046,5493513952681,25023,1118,SHAMPOO T/SEDAL NACARADO (PH NEUTRO) — 5 L,1,1785.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00046,5493513952681,25023,2181,DESMANCHADOR LIMPIA ALFOMBRA APC — 1 L,5,5312.50,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00047,5493414799650,25024,1040,CERA ACRILICA NEGRA AUTOBRILLO — 5 L,4,4500.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00047,5493414799650,25024,2300,DESENGRASANTE MOTORES FORCE X PREMIUM — 1 L,1,5955.00,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00047,5493414799650,25024,1023,SHAMPOO ROPA FINA AMARILLO — 5 L,5,1410.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00048,5493414799650,25024,1023,SHAMPOO ROPA FINA AMARILLO — 5 L,4,1410.00,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00048,5493414799650,25024,1181,DESMANCHADOR LIMPIA ALFOMBRA APC — 5 L,3,5200.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00049,5492992500733,25025,1077,CLORO POLVO POTE ( DISOLUCION RAPIDA) — 1 KG,4,9027.50,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00049,5492992500733,25025,1013,JABON LÍQUIDO BLANCO B/E (CON BLANQUEADOR) — 5 L,5,1552.50,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00049,5492992500733,25025,1147,JABON LIQ. PREMIUN PROFESIONAL . 10 % MATERIA ACTIVA — 5 L,4,2300.00,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00049,5492992500733,25025,1030,DESENG .BLANCO CREMOSO (CIF) — 5 L,2,2041.25,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00050,5492992500733,25025,1015,DESMANCHADOR DE ROPA PRELAVADO CONCENTRADO — 5 L,1,5359.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00050,5492992500733,25025,2041,CERA ACRILICA ROJA AUTOBRILLO — 1 L,4,7446.25,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00050,5492992500733,25025,1162,LIMPIADOR ABRILLANTADOR DE METALES (INOXIDABLE Y ALUMINIO) — 5 L,1,5658.00,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00051,5492615139305,25026,1012,JABON LIQUIDO C/SUAVI. LILA B/E — 5 L,3,1215.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00051,5492615139305,25026,1037,DET. LAVAVAJILLA CREMOSO — 5 L,5,1422.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00052,5492615139305,25026,1119,ENJUAGUE CAPILAR T /SEDAL (PH NEUTRO) — 5 L,5,1890.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00052,5492615139305,25026,1161,DESENG. MOTORES- GEL 1+2 — 5 L,3,3096.00,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00053,5492618861463,25027,1059,LIMPIADOR CONCENTRADO FRESCURAL LECHOSO (AMARILLO) — 5 L,1,11050.00,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00054,5492618861463,25027,1113,ALCOHOL ETILICO SUELTO 96º — 5 L,1,2833.05,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00055,5493812941974,25028,1014,APRESTO PLANCHADO 1+1 — 5 L,5,1355.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00055,5493812941974,25028,1076,PASTILLA DE CLORO TRIPLE ACCION 200 GR . — 1 KG,3,8200.00,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
