pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000020,11309,Tostadas SIN SAL CORMILLOT 200G,3,1333.89,4,Pedido histórico field mock (2025-09-13),true,5492991227644
PF-000020,310,Queso Reggianito Cremigal x Kg,4,12063.74,4,Pedido histórico field mock (2025-09-13),true,5492991227644
PF-000021,10218,Aceitunas Rebanadas PET1500g GULLO,4,9098.15,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000021,11309,Tostadas SIN SAL CORMILLOT 200G,4,1333.89,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000021,1790,Mermelada S/AZUCAR Frambuesa CORMILLOT 390G,1,3765.59,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000021,914,Nuez Moscada Grano CENTURION,2,1051.42,4,Pedido histórico field mock (2025-10-01),true,5492991227644
PF-000022,10218,Aceitunas Rebanadas PET1500g GULLO,3,10703.70,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000022,12684,Salsa Soja VANOLI 1000cc PET,3,3213.85,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000022,310,Queso Reggianito Cremigal x Kg,4,14192.63,1,Pedido histórico field mock (2025-06-01),true,5493418277249
PF-000023,10218,Aceitunas Rebanadas PET1500g GULLO,1,10703.70,1,Pedido histórico field mock (2025-06-27),true,5493418277249
PF-000023,12684,Salsa Soja VANOLI 1000cc PET,3,3213.85,1,Pedido histórico field mock (2025-06-27),true,5493418277249
PF-000024,10218,Aceitunas Rebanadas PET1500g GULLO,2,10703.70,1,Pedido histórico field mock (2025-07-13),true,5493418277249
PF-000024,12684,Salsa Soja VANOLI 1000cc PET,1,3213.85,1,Pedido histórico field mock (2025-07-13),true,5493418277249
PF-000024,310,Queso Reggianito Cremigal x Kg,2,14192.63,1,Pedido histórico field mock (2025-07-13),true,5493418277249
PF-000025,10218,Aceitunas Rebanadas PET1500g GULLO,1,10703.70,1,Pedido histórico field mock (2025-07-29),true,5493418277249
PF-000025,12684,Salsa Soja VANOLI 1000cc PET,1,3213.85,1,Pedido histórico field mock (2025-07-29),true,5493418277249
PF-000026,10218,Aceitunas Rebanadas PET1500g GULLO,1,10703.70,1,Pedido histórico field mock (2025-08-26),true,5493418277249
PF-000026,12684,Salsa Soja VANOLI 1000cc PET,4,3213.85,1,Pedido histórico field mock (2025-08-26),true,5493418277249
PF-000026,656,Aceituna Verde Desc. VANOLI 150g,3,1264.96,1,Pedido histórico field mock (2025-08-26),true,5493418277249
PF-000027,10218,Aceitunas Rebanadas PET1500g GULLO,3,10703.70,1,Pedido histórico field mock (2025-09-10),true,5493418277249
PF-000027,12684,Salsa Soja VANOLI 1000cc PET,2,3213.85,1,Pedido histórico field mock (2025-09-10),true,5493418277249
PF-000027,15195,Yogur Bebible Cremigal Banana 900g,1,1450.00,1,Pedido histórico field mock (2025-09-10),true,5493418277249
PF-000027,286,Pan Multicereal CORMILLOT 410 G,2,2405.70,1,Pedido histórico field mock (2025-09-10),true,5493418277249
PF-000028,10218,Aceitunas Rebanadas PET1500g GULLO,3,10703.70,1,Pedido histórico field mock (2025-09-30),true,5493418277249
PF-000028,12684,Salsa Soja VANOLI 1000cc PET,1,3213.85,1,Pedido histórico field mock (2025-09-30),true,5493418277249
PF-000028,10273,Mermelada EMETH Pote CIRUELA 500G,1,1023.56,1,Pedido histórico field mock (2025-09-30),true,5493418277249
PF-000028,44,Dulce de Leche Cremigal Familiar 250 G,2,1310.93,1,Pedido histórico field mock (2025-09-30),true,5493418277249
PF-000029,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,2137.19,2,Pedido histórico field mock (2025-06-02),true,5493587747641
PF-000029,1,Pepinillos Agridulces 330 G GULLO,3,5401.87,2,Pedido histórico field mock (2025-06-02),true,5493587747641
PF-000029,10113,Paleta Especial Fox Oval,3,10810.00,2,Pedido histórico field mock (2025-06-02),true,5493587747641
PF-000030,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,2137.19,2,Pedido histórico field mock (2025-06-24),true,5493587747641
PF-000030,1,Pepinillos Agridulces 330 G GULLO,2,5401.87,2,Pedido histórico field mock (2025-06-24),true,5493587747641
PF-000030,15195,Yogur Bebible Cremigal Banana 900g,1,1667.50,2,Pedido histórico field mock (2025-06-24),true,5493587747641
PF-000031,1514,Bizcochuelo Vainilla Chip Emeth 450G,4,2137.19,2,Pedido histórico field mock (2025-07-12),true,5493587747641
PF-000031,1,Pepinillos Agridulces 330 G GULLO,3,5401.87,2,Pedido histórico field mock (2025-07-12),true,5493587747641
PF-000031,44,Dulce de Leche Cremigal Familiar 250 G,1,1507.57,2,Pedido histórico field mock (2025-07-12),true,5493587747641
PF-000031,10113,Paleta Especial Fox Oval,1,10810.00,2,Pedido histórico field mock (2025-07-12),true,5493587747641
PF-000032,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,2137.19,2,Pedido histórico field mock (2025-07-30),true,5493587747641
PF-000032,1,Pepinillos Agridulces 330 G GULLO,1,5401.87,2,Pedido histórico field mock (2025-07-30),true,5493587747641
PF-000032,699,Cebollitas en Vinagre VANOLI Frasco 330 G,4,3472.92,2,Pedido histórico field mock (2025-07-30),true,5493587747641
PF-000033,1514,Bizcochuelo Vainilla Chip Emeth 450G,2,2137.19,2,Pedido histórico field mock (2025-08-22),true,5493587747641
PF-000033,1,Pepinillos Agridulces 330 G GULLO,2,5401.87,2,Pedido histórico field mock (2025-08-22),true,5493587747641
PF-000034,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,2137.19,2,Pedido histórico field mock (2025-09-16),true,5493587747641
PF-000034,1,Pepinillos Agridulces 330 G GULLO,1,5401.87,2,Pedido histórico field mock (2025-09-16),true,5493587747641
PF-000034,925,Pesto 25g CENTURION,3,658.05,2,Pedido histórico field mock (2025-09-16),true,5493587747641
PF-000034,15195,Yogur Bebible Cremigal Banana 900g,3,1667.50,2,Pedido histórico field mock (2025-09-16),true,5493587747641
PF-000035,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,2137.19,2,Pedido histórico field mock (2025-10-04),true,5493587747641
PF-000035,1,Pepinillos Agridulces 330 G GULLO,1,5401.87,2,Pedido histórico field mock (2025-10-04),true,5493587747641
PF-000035,44,Dulce de Leche Cremigal Familiar 250 G,3,1507.57,2,Pedido histórico field mock (2025-10-04),true,5493587747641
PF-000036,10218,Aceitunas Rebanadas PET1500g GULLO,1,9633.33,3,Pedido histórico field mock (2025-06-03),true,5492614053074
PF-000036,1514,Bizcochuelo Vainilla Chip Emeth 450G,2,1672.59,3,Pedido histórico field mock (2025-06-03),true,5492614053074
PF-000036,925,Pesto 25g CENTURION,3,515.00,3,Pedido histórico field mock (2025-06-03),true,5492614053074
PF-000037,10218,Aceitunas Rebanadas PET1500g GULLO,3,9633.33,3,Pedido histórico field mock (2025-06-20),true,5492614053074
PF-000037,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,1672.59,3,Pedido histórico field mock (2025-06-20),true,5492614053074
PF-000037,15195,Yogur Bebible Cremigal Banana 900g,1,1305.00,3,Pedido histórico field mock (2025-06-20),true,5492614053074
PF-000038,10218,Aceitunas Rebanadas PET1500g GULLO,1,9633.33,3,Pedido histórico field mock (2025-07-10),true,5492614053074
PF-000038,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,1672.59,3,Pedido histórico field mock (2025-07-10),true,5492614053074
PF-000038,699,Cebollitas en Vinagre VANOLI Frasco 330 G,3,2717.94,3,Pedido histórico field mock (2025-07-10),true,5492614053074
PF-000039,10218,Aceitunas Rebanadas PET1500g GULLO,1,9633.33,3,Pedido histórico field mock (2025-08-07),true,5492614053074
PF-000039,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,1672.59,3,Pedido histórico field mock (2025-08-07),true,5492614053074
PF-000039,10113,Paleta Especial Fox Oval,1,8460.00,3,Pedido histórico field mock (2025-08-07),true,5492614053074
PF-000039,1790,Mermelada S/AZUCAR Frambuesa CORMILLOT 390G,3,3987.10,3,Pedido histórico field mock (2025-08-07),true,5492614053074
PF-000040,10218,Aceitunas Rebanadas PET1500g GULLO,2,9633.33,3,Pedido histórico field mock (2025-08-22),true,5492614053074
PF-000040,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,1672.59,3,Pedido histórico field mock (2025-08-22),true,5492614053074
PF-000041,10218,Aceitunas Rebanadas PET1500g GULLO,4,9633.33,3,Pedido histórico field mock (2025-09-19),true,5492614053074
PF-000041,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,1672.59,3,Pedido histórico field mock (2025-09-19),true,5492614053074
PF-000041,925,Pesto 25g CENTURION,2,515.00,3,Pedido histórico field mock (2025-09-19),true,5492614053074
PF-000041,914,Nuez Moscada Grano CENTURION,3,1113.27,3,Pedido histórico field mock (2025-09-19),true,5492614053074
PF-000042,10218,Aceitunas Rebanadas PET1500g GULLO,3,9633.33,3,Pedido histórico field mock (2025-10-07),true,5492614053074
PF-000042,1514,Bizcochuelo Vainilla Chip Emeth 450G,4,1672.59,3,Pedido histórico field mock (2025-10-07),true,5492614053074
PF-000042,310,Queso Reggianito Cremigal x Kg,3,12773.37,3,Pedido histórico field mock (2025-10-07),true,5492614053074
PF-000042,10659,Pickle Mixto VANOLI Frasco 330g,3,2394.66,3,Pedido histórico field mock (2025-10-07),true,5492614053074
PF-000043,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,1579.67,4,Pedido histórico field mock (2025-06-04),true,5493514079279
PF-000043,10218,Aceitunas Rebanadas PET1500g GULLO,4,9098.15,4,Pedido histórico field mock (2025-06-04),true,5493514079279
PF-000043,10659,Pickle Mixto VANOLI Frasco 330g,3,2261.62,4,Pedido histórico field mock (2025-06-04),true,5493514079279
PF-000044,1514,Bizcochuelo Vainilla Chip Emeth 450G,4,1579.67,4,Pedido histórico field mock (2025-06-20),true,5493514079279
PF-000044,10218,Aceitunas Rebanadas PET1500g GULLO,2,9098.15,4,Pedido histórico field mock (2025-06-20),true,5493514079279
PF-000044,44,Dulce de Leche Cremigal Familiar 250 G,4,1114.29,4,Pedido histórico field mock (2025-06-20),true,5493514079279
PF-000045,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,1579.67,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000045,10218,Aceitunas Rebanadas PET1500g GULLO,1,9098.15,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000045,44,Dulce de Leche Cremigal Familiar 250 G,1,1114.29,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000045,10199,Yogur Natural S/Azucar Cremigal 170g,1,515.70,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000046,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,1579.67,4,Pedido histórico field mock (2025-08-08),true,5493514079279
PF-000046,10218,Aceitunas Rebanadas PET1500g GULLO,4,9098.15,4,Pedido histórico field mock (2025-08-08),true,5493514079279
PF-000047,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,1579.67,4,Pedido histórico field mock (2025-08-26),true,5493514079279
PF-000047,10218,Aceitunas Rebanadas PET1500g GULLO,4,9098.15,4,Pedido histórico field mock (2025-08-26),true,5493514079279
PF-000047,10659,Pickle Mixto VANOLI Frasco 330g,3,2261.62,4,Pedido histórico field mock (2025-08-26),true,5493514079279
PF-000048,1514,Bizcochuelo Vainilla Chip Emeth 450G,4,1579.67,4,Pedido histórico field mock (2025-09-11),true,5493514079279
PF-000048,10218,Aceitunas Rebanadas PET1500g GULLO,2,9098.15,4,Pedido histórico field mock (2025-09-11),true,5493514079279
PF-000048,914,Nuez Moscada Grano CENTURION,3,1051.42,4,Pedido histórico field mock (2025-09-11),true,5493514079279
PF-000049,1514,Bizcochuelo Vainilla Chip Emeth 450G,2,1579.67,4,Pedido histórico field mock (2025-10-08),true,5493514079279
PF-000049,10218,Aceitunas Rebanadas PET1500g GULLO,2,9098.15,4,Pedido histórico field mock (2025-10-08),true,5493514079279
PF-000050,12684,Salsa Soja VANOLI 1000cc PET,2,3213.85,1,Pedido histórico field mock (2025-06-03),true,5493876914178
PF-000050,10218,Aceitunas Rebanadas PET1500g GULLO,2,10703.70,1,Pedido histórico field mock (2025-06-03),true,5493876914178
PF-000050,914,Nuez Moscada Grano CENTURION,4,1236.97,1,Pedido histórico field mock (2025-06-03),true,5493876914178
PF-000051,12684,Salsa Soja VANOLI 1000cc PET,4,3213.85,1,Pedido histórico field mock (2025-06-21),true,5493876914178
PF-000051,10218,Aceitunas Rebanadas PET1500g GULLO,2,10703.70,1,Pedido histórico field mock (2025-06-21),true,5493876914178
PF-000051,925,Pesto 25g CENTURION,3,572.22,1,Pedido histórico field mock (2025-06-21),true,5493876914178
PF-000051,10199,Yogur Natural S/Azucar Cremigal 170g,3,606.71,1,Pedido histórico field mock (2025-06-21),true,5493876914178
PF-000052,12684,Salsa Soja VANOLI 1000cc PET,2,3213.85,1,Pedido histórico field mock (2025-07-09),true,5493876914178
PF-000052,10218,Aceitunas Rebanadas PET1500g GULLO,3,10703.70,1,Pedido histórico field mock (2025-07-09),true,5493876914178
PF-000052,310,Queso Reggianito Cremigal x Kg,2,14192.63,1,Pedido histórico field mock (2025-07-09),true,5493876914178
PF-000053,12684,Salsa Soja VANOLI 1000cc PET,2,3213.85,1,Pedido histórico field mock (2025-07-31),true,5493876914178
PF-000053,10218,Aceitunas Rebanadas PET1500g GULLO,1,10703.70,1,Pedido histórico field mock (2025-07-31),true,5493876914178
PF-000054,12684,Salsa Soja VANOLI 1000cc PET,2,3213.85,1,Pedido histórico field mock (2025-08-22),true,5493876914178
PF-000054,10218,Aceitunas Rebanadas PET1500g GULLO,4,10703.70,1,Pedido histórico field mock (2025-08-22),true,5493876914178
PF-000054,656,Aceituna Verde Desc. VANOLI 150g,2,1264.96,1,Pedido histórico field mock (2025-08-22),true,5493876914178
PF-000054,1790,Mermelada S/AZUCAR Frambuesa CORMILLOT 390G,3,4430.11,1,Pedido histórico field mock (2025-08-22),true,5493876914178
PF-000055,12684,Salsa Soja VANOLI 1000cc PET,3,3213.85,1,Pedido histórico field mock (2025-09-12),true,5493876914178
PF-000055,10218,Aceitunas Rebanadas PET1500g GULLO,3,10703.70,1,Pedido histórico field mock (2025-09-12),true,5493876914178
PF-000056,12684,Salsa Soja VANOLI 1000cc PET,3,3213.85,1,Pedido histórico field mock (2025-10-10),true,5493876914178
PF-000056,10218,Aceitunas Rebanadas PET1500g GULLO,3,10703.70,1,Pedido histórico field mock (2025-10-10),true,5493876914178
PF-000057,11309,Tostadas SIN SAL CORMILLOT 200G,4,1804.67,2,Pedido histórico field mock (2025-06-04),true,5492617175545
PF-000057,1,Pepinillos Agridulces 330 G GULLO,4,5401.87,2,Pedido histórico field mock (2025-06-04),true,5492617175545
PF-000057,228,Aceto Balsamico 250cc GULLO,1,4535.37,2,Pedido histórico field mock (2025-06-04),true,5492617175545
PF-000057,10169,Salame Milan Fox Crespon,3,20240.00,2,Pedido histórico field mock (2025-06-04),true,5492617175545
PF-000058,11309,Tostadas SIN SAL CORMILLOT 200G,3,1804.67,2,Pedido histórico field mock (2025-06-18),true,5492617175545
PF-000058,1,Pepinillos Agridulces 330 G GULLO,3,5401.87,2,Pedido histórico field mock (2025-06-18),true,5492617175545
PF-000059,11309,Tostadas SIN SAL CORMILLOT 200G,3,1804.67,2,Pedido histórico field mock (2025-07-18),true,5492617175545
PF-000059,1,Pepinillos Agridulces 330 G GULLO,2,5401.87,2,Pedido histórico field mock (2025-07-18),true,5492617175545
PF-000059,10273,Mermelada EMETH Pote CIRUELA 500G,4,1177.09,2,Pedido histórico field mock (2025-07-18),true,5492617175545
PF-000060,11309,Tostadas SIN SAL CORMILLOT 200G,4,1804.67,2,Pedido histórico field mock (2025-07-30),true,5492617175545
PF-000060,1,Pepinillos Agridulces 330 G GULLO,3,5401.87,2,Pedido histórico field mock (2025-07-30),true,5492617175545
PF-000060,10169,Salame Milan Fox Crespon,1,20240.00,2,Pedido histórico field mock (2025-07-30),true,5492617175545
PF-000060,10273,Mermelada EMETH Pote CIRUELA 500G,2,1177.09,2,Pedido histórico field mock (2025-07-30),true,5492617175545
PF-000061,11309,Tostadas SIN SAL CORMILLOT 200G,3,1804.67,2,Pedido histórico field mock (2025-08-25),true,5492617175545
PF-000061,1,Pepinillos Agridulces 330 G GULLO,3,5401.87,2,Pedido histórico field mock (2025-08-25),true,5492617175545
PF-000062,11309,Tostadas SIN SAL CORMILLOT 200G,3,1804.67,2,Pedido histórico field mock (2025-09-11),true,5492617175545
PF-000062,1,Pepinillos Agridulces 330 G GULLO,3,5401.87,2,Pedido histórico field mock (2025-09-11),true,5492617175545
PF-000062,286,Pan Multicereal CORMILLOT 410 G,4,2766.55,2,Pedido histórico field mock (2025-09-11),true,5492617175545
PF-000063,11309,Tostadas SIN SAL CORMILLOT 200G,1,1804.67,2,Pedido histórico field mock (2025-10-01),true,5492617175545
PF-000063,1,Pepinillos Agridulces 330 G GULLO,4,5401.87,2,Pedido histórico field mock (2025-10-01),true,5492617175545
PF-000063,15195,Yogur Bebible Cremigal Banana 900g,3,1667.50,2,Pedido histórico field mock (2025-10-01),true,5492617175545
PF-000064,12684,Salsa Soja VANOLI 1000cc PET,1,2892.47,3,Pedido histórico field mock (2025-06-04),true,5493818437953
PF-000064,1514,Bizcochuelo Vainilla Chip Emeth 450G,4,1672.59,3,Pedido histórico field mock (2025-06-04),true,5493818437953
PF-000064,10659,Pickle Mixto VANOLI Frasco 330g,2,2394.66,3,Pedido histórico field mock (2025-06-04),true,5493818437953
PF-000065,12684,Salsa Soja VANOLI 1000cc PET,3,2892.47,3,Pedido histórico field mock (2025-06-27),true,5493818437953
PF-000065,1514,Bizcochuelo Vainilla Chip Emeth 450G,4,1672.59,3,Pedido histórico field mock (2025-06-27),true,5493818437953
PF-000065,10113,Paleta Especial Fox Oval,3,8460.00,3,Pedido histórico field mock (2025-06-27),true,5493818437953
PF-000065,1790,Mermelada S/AZUCAR Frambuesa CORMILLOT 390G,4,3987.10,3,Pedido histórico field mock (2025-06-27),true,5493818437953
PF-000066,12684,Salsa Soja VANOLI 1000cc PET,2,2892.47,3,Pedido histórico field mock (2025-07-11),true,5493818437953
PF-000066,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,1672.59,3,Pedido histórico field mock (2025-07-11),true,5493818437953
PF-000066,310,Queso Reggianito Cremigal x Kg,1,12773.37,3,Pedido histórico field mock (2025-07-11),true,5493818437953
PF-000067,12684,Salsa Soja VANOLI 1000cc PET,2,2892.47,3,Pedido histórico field mock (2025-08-04),true,5493818437953
PF-000067,1514,Bizcochuelo Vainilla Chip Emeth 450G,3,1672.59,3,Pedido histórico field mock (2025-08-04),true,5493818437953
PF-000067,286,Pan Multicereal CORMILLOT 410 G,4,2165.13,3,Pedido histórico field mock (2025-08-04),true,5493818437953
PF-000068,12684,Salsa Soja VANOLI 1000cc PET,1,2892.47,3,Pedido histórico field mock (2025-08-29),true,5493818437953
PF-000068,1514,Bizcochuelo Vainilla Chip Emeth 450G,1,1672.59,3,Pedido histórico field mock (2025-08-29),true,5493818437953
PF-000068,914,Nuez Moscada Grano CENTURION,1,1113.27,3,Pedido histórico field mock (2025-08-29),true,5493818437953
PF-000069,12684,Salsa Soja VANOLI 1000cc PET,1,2892.47,3,Pedido histórico field mock (2025-09-19),true,5493818437953
PF-000069,1514,Bizcochuelo Vainilla Chip Emeth 450G,2,1672.59,3,Pedido histórico field mock (2025-09-19),true,5493818437953
PF-000069,10113,Paleta Especial Fox Oval,3,8460.00,3,Pedido histórico field mock (2025-09-19),true,5493818437953
PF-000069,10659,Pickle Mixto VANOLI Frasco 330g,2,2394.66,3,Pedido histórico field mock (2025-09-19),true,5493818437953
PF-000070,12684,Salsa Soja VANOLI 1000cc PET,4,2892.47,3,Pedido histórico field mock (2025-10-01),true,5493818437953
PF-000070,1514,Bizcochuelo Vainilla Chip Emeth 450G,2,1672.59,3,Pedido histórico field mock (2025-10-01),true,5493818437953
PF-000070,44,Dulce de Leche Cremigal Familiar 250 G,4,1179.84,3,Pedido histórico field mock (2025-10-01),true,5493818437953
