pedido_ref,cliente_phone,fecha,estado,total,notas,is_mock,es_pedido_abierto,source
PF-000040,5492614053074,2025-08-19 08:55:00,confirmado,63805.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000041,5492614053074,2025-09-10 14:40:00,confirmado,21311.64,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000042,5492614053074,2025-10-03 12:28:00,confirmado,43269.12,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000043,5493514079279,2025-06-02 17:46:00,confirmado,58268.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000044,5493514079279,2025-06-20 18:30:00,confirmado,74764.96,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000045,5493514079279,2025-07-14 11:39:00,confirmado,193563.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000046,5493514079279,2025-07-30 14:09:00,confirmado,33881.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000047,5493514079279,2025-08-26 09:03:00,confirmado,73594.52,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000048,5493514079279,2025-09-14 10:22:00,confirmado,70727.56,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000049,5493514079279,2025-09-30 13:33:00,confirmado,37382.48,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000050,5493876914178,2025-06-03 14:53:00,confirmado,149500.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000051,5493876914178,2025-06-24 12:40:00,confirmado,46310.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000052,5493876914178,2025-07-10 18:57:00,confirmado,102285.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000053,5493876914178,2025-08-02 14:04:00,confirmado,130365.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000054,5493876914178,2025-08-25 16:19:00,confirmado,116685.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000055,5493876914178,2025-09-11 13:58:00,confirmado,175706.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000056,5493876914178,2025-10-05 15:03:00,confirmado,54674.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000057,5492617175545,2025-06-03 08:32:00,confirmado,60025.51,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000058,5492617175545,2025-06-26 16:45:00,confirmado,151957.17,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000059,5492617175545,2025-07-14 14:02:00,confirmado,29803.51,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000060,5492617175545,2025-08-08 10:27:00,confirmado,82236.94,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000061,5492617175545,2025-08-21 11:14:00,confirmado,56549.29,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000062,5492617175545,2025-09-10 18:01:00,confirmado,234659.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000063,5492617175545,2025-10-06 11:31:00,confirmado,150859.52,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000064,5493818437953,2025-06-01 14:10:00,confirmado,101283.75,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000065,5493818437953,2025-06-26 09:22:00,confirmado,62751.51,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000066,5493818437953,2025-07-15 10:34:00,confirmado,111936.06,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000067,5493818437953,2025-08-04 09:01:00,confirmado,109422.63,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000068,5493818437953,2025-08-22 11:18:00,confirmado,64946.88,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000069,5493818437953,2025-09-09 09:12:00,confirmado,57419.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000070,5493818437953,2025-10-04 08:42:00,confirmado,95093.19,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000071,5493582132179,2025-06-02 12:56:00,confirmado,59036.58,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000072,5493582132179,2025-07-11 17:09:00,confirmado,93084.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000073,5493582132179,2025-08-21 12:47:00,confirmado,195759.42,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000074,5493582132179,2025-09-21 09:16:00,confirmado,178622.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000075,5493582132179,2025-10-29 17:13:00,confirmado,108559.30,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000076,5493582132179,2025-12-03 18:07:00,confirmado,26242.56,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000077,5493582132179,2026-01-12 09:25:00,confirmado,55774.62,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000078,5493582132179,2026-04-23 12:13:00,confirmado,36086.58,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000079,5493582132179,2026-05-09 11:27:00,confirmado,46958.76,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000080,5493582132179,2026-05-17 09:23:00,confirmado,30784.36,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000081,5493872845902,2025-06-01 11:33:00,confirmado,64195.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000082,5493872845902,2025-07-10 14:27:00,confirmado,61549.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000083,5493872845902,2025-08-20 17:27:00,confirmado,41032.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000084,5493872845902,2025-09-23 11:59:00,confirmado,38386.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000085,5493872845902,2025-11-05 11:47:00,confirmado,121309.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000086,5493872845902,2025-12-08 16:21:00,confirmado,29451.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000087,5493872845902,2026-01-13 16:00:00,confirmado,68619.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000088,5493872845902,2026-05-02 12:56:00,confirmado,55245.60,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000089,5493872845902,2026-05-18 13:36:00,confirmado,80042.40,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000090,5493872845902,2026-05-19 16:18:00,confirmado,33236.40,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000091,5492997670210,2025-06-03 11:33:00,confirmado,83298.86,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000092,5492997670210,2025-07-04 11:33:00,confirmado,123363.02,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000093,5492997670210,2025-08-18 17:06:00,confirmado,199614.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000094,5492997670210,2025-09-23 18:31:00,confirmado,53417.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000095,5492997670210,2025-10-27 15:34:00,confirmado,86687.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000096,5492997670210,2025-12-06 12:36:00,confirmado,108308.25,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000097,5492997670210,2026-01-15 18:15:00,confirmado,56662.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000098,5492997670210,2026-04-17 18:10:00,confirmado,25066.32,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000099,5492997670210,2026-05-02 16:51:00,confirmado,85962.96,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000100,5492997670210,2026-05-03 16:07:00,confirmado,70781.58,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000101,5493811657614,2025-06-06 11:29:00,confirmado,222268.05,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000102,5493811657614,2025-07-13 09:29:00,confirmado,67275.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000103,5493811657614,2025-08-15 16:00:00,confirmado,159589.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000104,5493811657614,2025-09-23 13:30:00,confirmado,177318.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000105,5493811657614,2025-10-30 16:50:00,confirmado,90329.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000106,5493811657614,2025-12-11 17:17:00,confirmado,123785.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000107,5493811657614,2026-01-20 17:48:00,confirmado,133431.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000108,5493811657614,2026-04-20 16:02:00,confirmado,72038.16,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000109,5493811657614,2026-05-04 11:53:00,confirmado,97634.16,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000110,5493811657614,2026-05-18 15:48:00,confirmado,27786.24,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000111,5492994145193,2025-06-01 16:51:00,confirmado,56073.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000112,5492994145193,2025-07-07 09:39:00,confirmado,41476.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000113,5492994145193,2025-08-19 12:49:00,confirmado,99591.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000114,5492994145193,2025-09-25 12:47:00,confirmado,51980.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000115,5492994145193,2025-11-03 17:44:00,confirmado,49228.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000116,5492994145193,2025-12-03 09:25:00,confirmado,56073.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000117,5492994145193,2026-01-14 16:19:00,confirmado,47784.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000118,5492994145193,2026-04-07 16:53:00,confirmado,39183.30,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000119,5492994145193,2026-04-20 13:13:00,confirmado,77880.06,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000120,5492994145193,2026-05-19 13:08:00,confirmado,62821.02,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000121,5493515971311,2025-06-02 17:26:00,confirmado,121211.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000122,5493515971311,2025-07-04 18:36:00,confirmado,48068.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000123,5493515971311,2025-08-13 16:11:00,confirmado,70088.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000124,5493515971311,2025-09-21 16:12:00,confirmado,48539.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000125,5493515971311,2025-11-02 14:33:00,confirmado,109435.90,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000126,5493515971311,2025-12-10 12:31:00,confirmado,21989.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000127,5493515971311,2026-01-11 16:48:00,confirmado,216852.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000128,5493515971311,2026-04-01 09:44:00,confirmado,49271.40,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000129,5493515971311,2026-04-19 11:37:00,confirmado,42454.80,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000130,5493515971311,2026-05-03 08:23:00,confirmado,67603.50,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000131,5492994228106,2025-06-01 16:11:00,confirmado,56662.10,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000132,5492994228106,2025-07-14 18:05:00,confirmado,246610.47,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000133,5492994228106,2025-08-17 08:39:00,confirmado,267392.59,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000134,5492994228106,2025-09-25 17:19:00,confirmado,107625.15,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000135,5492994228106,2025-10-28 10:09:00,confirmado,71674.77,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000136,5492994228106,2025-12-07 15:04:00,confirmado,54967.81,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000137,5492994228106,2026-01-12 15:46:00,confirmado,43343.72,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000138,5492994228106,2026-04-15 17:58:00,confirmado,40300.82,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000139,5492994228106,2026-05-14 18:49:00,confirmado,78730.38,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000140,5492994228106,2026-05-17 11:22:00,confirmado,20713.80,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000141,5492998718887,2025-06-04 11:50:00,confirmado,46710.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000142,5492998718887,2025-07-05 10:10:00,confirmado,43742.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000143,5492998718887,2025-08-18 11:31:00,confirmado,43858.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000144,5492998718887,2025-09-21 17:34:00,confirmado,51468.48,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000145,5492998718887,2025-11-02 11:55:00,confirmado,58862.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000146,5492998718887,2025-12-08 12:08:00,confirmado,89976.96,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000147,5492998718887,2026-01-16 11:37:00,confirmado,37716.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000148,5492998718887,2026-04-06 18:55:00,confirmado,92871.36,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000149,5492998718887,2026-04-09 18:56:00,confirmado,46442.16,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000150,5492998718887,2026-04-27 12:48:00,confirmado,60843.15,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000151,5492995028869,2025-06-01 11:14:00,confirmado,86822.64,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000152,5492995028869,2025-07-06 16:21:00,confirmado,41476.00,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000153,5492995028869,2025-08-15 17:34:00,confirmado,125353.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000154,5492995028869,2025-09-18 18:57:00,confirmado,176711.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000155,5492995028869,2025-10-26 15:17:00,confirmado,79172.64,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000156,5492995028869,2025-12-10 13:12:00,confirmado,67315.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000157,5492995028869,2026-01-20 15:14:00,confirmado,26286.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000158,5492995028869,2026-04-16 16:24:00,confirmado,82366.02,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000159,5492995028869,2026-04-22 09:20:00,confirmado,80116.92,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000160,5492995028869,2026-04-24 17:33:00,confirmado,35270.32,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000161,5493517304254,2025-06-06 13:19:00,confirmado,97246.50,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000162,5493517304254,2025-07-05 16:43:00,confirmado,78997.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000163,5493517304254,2025-08-20 17:38:00,confirmado,111446.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000164,5493517304254,2025-09-22 18:58:00,confirmado,86031.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000165,5493517304254,2025-10-27 08:43:00,confirmado,41722.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000166,5493517304254,2025-12-11 13:52:00,confirmado,48427.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000167,5493517304254,2026-01-20 11:54:00,confirmado,78591.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000168,5493517304254,2026-04-02 09:23:00,confirmado,68461.20,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000169,5493517304254,2026-04-24 10:27:00,confirmado,20516.40,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000170,5493517304254,2026-05-08 11:35:00,confirmado,68461.20,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000171,5493416986538,2025-06-03 17:08:00,confirmado,215685.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000172,5493416986538,2025-07-07 13:41:00,confirmado,106970.35,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000173,5493416986538,2025-08-13 17:10:00,confirmado,62208.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000174,5493416986538,2025-09-18 12:16:00,confirmado,191437.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000175,5493416986538,2025-10-27 16:27:00,confirmado,29803.51,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000176,5493416986538,2025-12-06 13:49:00,confirmado,77407.64,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000177,5493416986538,2026-01-12 15:53:00,confirmado,223919.13,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000178,5493416986538,2026-04-06 10:14:00,confirmado,40300.82,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000179,5493416986538,2026-04-16 16:10:00,confirmado,54967.81,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000180,5493416986538,2026-04-30 15:10:00,confirmado,33869.34,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000181,5492619239862,2025-06-05 15:28:00,confirmado,53383.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000182,5492619239862,2025-07-12 10:06:00,confirmado,51972.84,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000183,5492619239862,2025-08-13 12:00:00,confirmado,77835.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000184,5492619239862,2025-09-25 15:35:00,confirmado,67032.36,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000185,5492619239862,2025-10-30 09:08:00,confirmado,64360.44,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000186,5492619239862,2025-12-06 10:24:00,confirmado,13829.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000187,5492619239862,2026-01-20 11:12:00,confirmado,21871.08,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000188,5492619239862,2026-04-15 15:06:00,confirmado,47623.14,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000189,5492619239862,2026-04-28 16:05:00,confirmado,25404.84,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000190,5492619239862,2026-05-14 09:08:00,confirmado,41034.87,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000191,5493513952681,2025-06-01 16:55:00,confirmado,150763.22,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000192,5493513952681,2025-07-04 12:28:00,confirmado,68452.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000193,5493513952681,2025-08-14 14:15:00,confirmado,77598.78,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000194,5493513952681,2025-09-25 09:04:00,confirmado,72665.04,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000195,5493513952681,2025-10-29 15:36:00,confirmado,51724.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000196,5493513952681,2025-12-11 12:49:00,confirmado,73917.34,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000197,5493513952681,2026-01-10 14:56:00,confirmado,106976.56,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000198,5493513952681,2026-04-03 11:54:00,confirmado,15310.20,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000199,5493513952681,2026-04-21 18:19:00,confirmado,32036.66,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000200,5493513952681,2026-04-29 13:08:00,confirmado,56073.72,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000201,5493414799650,2025-06-01 11:54:00,confirmado,37304.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000202,5493414799650,2025-07-09 13:31:00,confirmado,89452.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000203,5493414799650,2025-08-11 14:06:00,confirmado,75813.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000204,5493414799650,2025-09-25 14:27:00,confirmado,52651.20,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000205,5493414799650,2025-11-01 09:29:00,confirmado,197578.80,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000206,5493414799650,2025-12-13 10:44:00,confirmado,100275.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000207,5493414799650,2026-01-10 11:34:00,confirmado,120554.40,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000208,5493414799650,2026-04-09 16:47:00,confirmado,47732.40,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000209,5493414799650,2026-04-21 13:45:00,confirmado,65969.10,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000210,5493414799650,2026-05-13 11:04:00,confirmado,21796.80,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000211,5492992500733,2025-06-04 17:45:00,confirmado,134853.60,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000212,5492992500733,2025-07-12 09:33:00,confirmado,56933.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000213,5492992500733,2025-08-13 09:55:00,confirmado,32461.74,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000214,5492992500733,2025-09-24 15:31:00,confirmado,67457.16,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000215,5492992500733,2025-10-30 14:27:00,confirmado,53012.70,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000216,5492992500733,2025-12-07 13:14:00,confirmado,83935.74,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000217,5492992500733,2026-01-18 18:45:00,confirmado,45617.28,Pedido histórico field mock,true,false,fase-06-1-field-backbone
PF-000218,5492992500733,2026-05-07 16:13:00,confirmado,32461.74,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000219,5492992500733,2026-05-12 14:08:00,confirmado,37198.93,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000220,5492992500733,2026-05-17 13:56:00,confirmado,32461.74,Pedido reciente field mock,true,false,fase-06-1-field-recent
PF-000221,5492615139305,2025-06-02 08:24:00,confirmado,77764.32,Pedido histórico field mock,true,false,fase-06-1-field-backbone
