pedido_ref,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,cliente_phone
PF-000036,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,2,4761.00,3,Pedido histórico field mock (2025-06-02),true,5492614053074
PF-000036,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,4,4428.00,3,Pedido histórico field mock (2025-06-02),true,5492614053074
PF-000036,ESP-020,CHIMICHURRI PREMIUM - 1 KG,4,5787.00,3,Pedido histórico field mock (2025-06-02),true,5492614053074
PF-000036,ESP-064,PIMIENTA BLANCA MOLIDA PREMIUM - 1 KG,1,32346.00,3,Pedido histórico field mock (2025-06-02),true,5492614053074
PF-000037,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,2,4761.00,3,Pedido histórico field mock (2025-06-24),true,5492614053074
PF-000037,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,1,4428.00,3,Pedido histórico field mock (2025-06-24),true,5492614053074
PF-000038,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,4,4761.00,3,Pedido histórico field mock (2025-07-17),true,5492614053074
PF-000038,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4428.00,3,Pedido histórico field mock (2025-07-17),true,5492614053074
PF-000038,ESP-060,PIMIENTA ARABE - 1 KG,1,15363.00,3,Pedido histórico field mock (2025-07-17),true,5492614053074
PF-000039,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,3,4761.00,3,Pedido histórico field mock (2025-07-30),true,5492614053074
PF-000039,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,3,4428.00,3,Pedido histórico field mock (2025-07-30),true,5492614053074
PF-000039,ESP-020,CHIMICHURRI PREMIUM - 1 KG,4,5787.00,3,Pedido histórico field mock (2025-07-30),true,5492614053074
PF-000039,ESP-092,PIMIENTA BLANCA MOLIDA PREMIUM CH - 1 KG,2,15291.00,3,Pedido histórico field mock (2025-07-30),true,5492614053074
PF-000040,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,4,4761.00,3,Pedido histórico field mock (2025-08-29),true,5492614053074
PF-000040,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4428.00,3,Pedido histórico field mock (2025-08-29),true,5492614053074
PF-000041,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,3,4761.00,3,Pedido histórico field mock (2025-09-12),true,5492614053074
PF-000041,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4428.00,3,Pedido histórico field mock (2025-09-12),true,5492614053074
PF-000042,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,4,4761.00,3,Pedido histórico field mock (2025-10-06),true,5492614053074
PF-000042,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4428.00,3,Pedido histórico field mock (2025-10-06),true,5492614053074
PF-000043,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,3,4182.00,4,Pedido histórico field mock (2025-06-01),true,5493514079279
PF-000043,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,4,4496.50,4,Pedido histórico field mock (2025-06-01),true,5493514079279
PF-000043,ESP-020,CHIMICHURRI PREMIUM - 1 KG,3,5465.50,4,Pedido histórico field mock (2025-06-01),true,5493514079279
PF-000043,ESP-064,PIMIENTA BLANCA MOLIDA PREMIUM - 1 KG,3,30549.00,4,Pedido histórico field mock (2025-06-01),true,5493514079279
PF-000044,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,3,4182.00,4,Pedido histórico field mock (2025-06-26),true,5493514079279
PF-000044,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,3,4496.50,4,Pedido histórico field mock (2025-06-26),true,5493514079279
PF-000045,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,4,4182.00,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000045,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,2,4496.50,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000045,ESP-063,PIMIENTA BLANCA MOLIDA INTERMEDIA - 1 KG,3,17595.00,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000045,ESP-030,CONDIMENTO PARA PIZZA - 1 KG,1,4819.50,4,Pedido histórico field mock (2025-07-12),true,5493514079279
PF-000046,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,3,4182.00,4,Pedido histórico field mock (2025-08-07),true,5493514079279
PF-000046,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,4,4496.50,4,Pedido histórico field mock (2025-08-07),true,5493514079279
PF-000046,ESP-020,CHIMICHURRI PREMIUM - 1 KG,3,5465.50,4,Pedido histórico field mock (2025-08-07),true,5493514079279
PF-000047,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,1,4182.00,4,Pedido histórico field mock (2025-08-26),true,5493514079279
PF-000047,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,1,4496.50,4,Pedido histórico field mock (2025-08-26),true,5493514079279
PF-000048,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4182.00,4,Pedido histórico field mock (2025-09-11),true,5493514079279
PF-000048,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,1,4496.50,4,Pedido histórico field mock (2025-09-11),true,5493514079279
PF-000049,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,3,4182.00,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000049,ESP-002,AJI MOLIDO ECONOMICO - 1 KG,2,4496.50,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000049,ESP-066,PIMIENTA BOUQUET 4 PIMIENTAS - 1 KG,1,25729.50,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000049,ESP-006,AJO DESHIDRATADO PARTIDO NACIONAL - 1 KG,3,9953.50,4,Pedido histórico field mock (2025-10-03),true,5493514079279
PF-000050,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,2,11980.00,1,Pedido histórico field mock (2025-06-01),true,5493876914178
PF-000050,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,4,4920.00,1,Pedido histórico field mock (2025-06-01),true,5493876914178
PF-000051,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,2,11980.00,1,Pedido histórico field mock (2025-06-26),true,5493876914178
PF-000051,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,4,4920.00,1,Pedido histórico field mock (2025-06-26),true,5493876914178
PF-000051,ESP-069,PIMIENTA JAMAICA EN GRANO O MOLIDA - 1 KG,3,71600.00,1,Pedido histórico field mock (2025-06-26),true,5493876914178
PF-000052,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,1,11980.00,1,Pedido histórico field mock (2025-07-13),true,5493876914178
PF-000052,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4920.00,1,Pedido histórico field mock (2025-07-13),true,5493876914178
PF-000052,ESP-060,PIMIENTA ARABE - 1 KG,3,17070.00,1,Pedido histórico field mock (2025-07-13),true,5493876914178
PF-000053,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,2,11980.00,1,Pedido histórico field mock (2025-08-07),true,5493876914178
PF-000053,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,1,4920.00,1,Pedido histórico field mock (2025-08-07),true,5493876914178
PF-000053,ESP-092,PIMIENTA BLANCA MOLIDA PREMIUM CH - 1 KG,3,16990.00,1,Pedido histórico field mock (2025-08-07),true,5493876914178
PF-000053,ESP-065,PIMIENTA BLANCA MOLIDA PURA - 1 KG,4,44440.00,1,Pedido histórico field mock (2025-08-07),true,5493876914178
PF-000054,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,1,11980.00,1,Pedido histórico field mock (2025-08-28),true,5493876914178
PF-000054,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,3,4920.00,1,Pedido histórico field mock (2025-08-28),true,5493876914178
PF-000055,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,3,11980.00,1,Pedido histórico field mock (2025-09-12),true,5493876914178
PF-000055,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4920.00,1,Pedido histórico field mock (2025-09-12),true,5493876914178
PF-000056,ESP-082,AJO DESHIDRATADO EN POLVO CHINO - 1 KG,1,11980.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000056,ESP-004,AJO DESHIDRATADO EN POLVO - 1 KG,2,4920.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000056,ESP-060,PIMIENTA ARABE - 1 KG,1,17070.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000056,ESP-063,PIMIENTA BLANCA MOLIDA INTERMEDIA - 1 KG,3,20700.00,1,Pedido histórico field mock (2025-10-07),true,5493876914178
PF-000057,ESP-003,AJI MOLIDO MORTERO - 1 KG,3,11005.50,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000057,ESP-001,AJI CAYENA MOLIDA AMARILLO - 1 KG,2,12983.50,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000057,ESP-005,AJO DESHIDRATADO IMPORTADO CHINO - 1 KG,1,16307.00,2,Pedido histórico field mock (2025-06-01),true,5492617175545
PF-000058,ESP-003,AJI MOLIDO MORTERO - 1 KG,2,11005.50,2,Pedido histórico field mock (2025-06-20),true,5492617175545
PF-000058,ESP-001,AJI CAYENA MOLIDA AMARILLO - 1 KG,3,12983.50,2,Pedido histórico field mock (2025-06-20),true,5492617175545
PF-000058,ESP-065,PIMIENTA BLANCA MOLIDA PURA - 1 KG,1,51106.00,2,Pedido histórico field mock (2025-06-20),true,5492617175545
PF-000059,ESP-003,AJI MOLIDO MORTERO - 1 KG,1,11005.50,2,Pedido histórico field mock (2025-07-11),true,5492617175545
PF-000059,ESP-001,AJI CAYENA MOLIDA AMARILLO - 1 KG,4,12983.50,2,Pedido histórico field mock (2025-07-11),true,5492617175545
PF-000059,ESP-067,PIMIENTA CAYENA AMARILLA - 1 KG,3,14984.50,2,Pedido histórico field mock (2025-07-11),true,5492617175545
PF-000059,ESP-062,PIMIENTA BLANCA MOLIDA ECONOMICA - 1 KG,4,11281.50,2,Pedido histórico field mock (2025-07-11),true,5492617175545
PF-000060,ESP-003,AJI MOLIDO MORTERO - 1 KG,4,11005.50,2,Pedido histórico field mock (2025-08-08),true,5492617175545
PF-000060,ESP-001,AJI CAYENA MOLIDA AMARILLO - 1 KG,1,12983.50,2,Pedido histórico field mock (2025-08-08),true,5492617175545
PF-000061,ESP-003,AJI MOLIDO MORTERO - 1 KG,2,11005.50,2,Pedido histórico field mock (2025-08-25),true,5492617175545
PF-000061,ESP-001,AJI CAYENA MOLIDA AMARILLO - 1 KG,1,12983.50,2,Pedido histórico field mock (2025-08-25),true,5492617175545
PF-000061,ESP-029,CONDIMENTO PARA ARROZ PREMIUM- 1 KG,1,14122.00,2,Pedido histórico field mock (2025-08-25),true,5492617175545
PF-000062,ESP-003,AJI MOLIDO MORTERO - 1 KG,4,11005.50,2,Pedido histórico field mock (2025-09-13),true,5492617175545
PF-000062,ESP-001,AJI CAYENA MOLIDA AMARILLO - 1 KG,3,12983.50,2,Pedido histórico field mock (2025-09-13),true,5492617175545
PF-000063,ESP-003,AJI MOLIDO MORTERO - 1 KG,2,11005.50,2,Pedido histórico field mock (2025-10-04),true,5492617175545
