pedido_ref,cliente_phone,cliente_codigo,product_code,nombre,cantidad_solicitada,precio_unitario,lista_precios_id,notas,is_mock,es_pedido_abierto,promo_aplicada
P-00014,5493587120005,25005,B3146,OLLA ALUMINIO N° 26,2,43499.53,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00014,5493587120005,25005,A2472,ABRELATA MARIPOSA LOEKEMEYER,5,7715.92,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00014,5493587120005,25005,LNN-2460,BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM,5,17785.19,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00015,5493587120005,25005,2601,"SOPAPA GOMA 4"" C/CABO",3,2477.73,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00015,5493587120005,25005,FS-701,ESCOBILLON CERDA LISO,2,7745.71,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00015,5493587120005,25005,MK-6130,ABRELATA MARIPOSA MAKE,1,9697.12,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00015,5493587120005,25005,MK-6585,ABRELATA MANIJA MAKE,4,12786.24,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00016,5493587120006,25006,A2470,ABRELATA MANIJA LOEKEMEYER,3,10224.14,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00017,5493587120006,25006,1414,ESCOBA 6 HILOS ESPECIAL,5,9225.00,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00017,5493587120006,25006,LNN-2460,BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM,5,13918.84,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00018,5493587120006,25006,7000,PALA RESIDUOS CLIP COMUN,4,797.60,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00018,5493587120006,25006,3410,DETERGENTE ALBO 5LT,4,7413.75,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00019,5493587120007,25007,1802,BARREHOJA METALICO REGULABLE,3,11883.92,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00019,5493587120007,25007,SND-2521,LAMPAZO BARRENDERO PREMIUM 0.40MT CHICO,3,16846.49,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00019,5493587120007,25007,B2490,MACETA COLOR N° 10,4,548.75,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00020,5493587120007,25007,160-02,Sahumerio empaste simple x100 BENJUI,4,4596.96,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00021,5493587120007,25007,B2530,ORGANIZADOR C/TAPA 18LTS,5,10555.54,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00021,5493587120007,25007,1604,CABO MADERA C/ROSCA 1.50MTS,2,1698.94,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00021,5493587120007,25007,160-02,Sahumerio empaste simple x100 BENJUI,5,4596.96,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00022,5493587120008,25008,1604,CABO MADERA C/ROSCA 1.50MTS,1,1998.75,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00023,5493587120008,25008,432B-02,Sahumerio triple empaste x50 BENJUI,3,4124.50,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00023,5493587120008,25008,1802,BARREHOJA METALICO REGULABLE,1,13981.08,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00023,5493587120008,25008,LNN-2460,BALDE C/ESC Y MOPA OVAL 16LTS COLORES 25X39CM,5,15465.38,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00024,5493587120008,25008,FS-2040,SECADOR DOPPIO BLANCO 41CM,4,4171.68,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00024,5493587120008,25008,SND-568,REJILLA LAVA-VAJILLA SUN-D 38X48CM,1,1206.67,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00024,5493587120008,25008,B2531,ORGANIZADOR C/TAPA 30LTS,4,19879.75,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00024,5493587120008,25008,SND-569,REJILLA AMERICANA SUN-D 35X43CM,1,787.69,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00025,5493587120009,25009,MK-70014,PRACTI DUO,1,25604.72,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00025,5493587120009,25009,FS-701,ESCOBILLON CERDA LISO,2,7745.71,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00026,5493587120009,25009,1416,ESCOBA 5 HILOS MEZCLA,5,9626.45,2,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00027,5493587120009,25009,SND-2522,LAMPAZO BARRENDERO PREMIUM 0.60MT MEDIANO,2,26644.46,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00027,5493587120009,25009,072-10,Veloncito aromático 5x3.5 LAVANDA,3,2004.45,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00028,5493587120010,25010,SND-569,REJILLA AMERICANA SUN-D 35X43CM,1,708.92,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00028,5493587120010,25010,1608,CABO MADERA C/ROSCA P/BARRENDERO,1,2698.87,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00028,5493587120010,25010,051-14,Esencia para hornillo LAVANDA,1,1198.97,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00029,5493587120010,25010,MEL-04,ALCOHOL GEL FRAU 500ML,1,2214.00,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00029,5493587120010,25010,FL-911,MACETA BOWL COLGANTE C/GANCHO Nº19,5,1564.56,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00029,5493587120010,25010,1407,ESCOBA 7 HILOS IMPERIAL,4,10608.75,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00030,5493587120010,25010,1950,CABO MADERA P/SOPAPA,2,507.38,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00030,5493587120010,25010,1608,CABO MADERA C/ROSCA P/BARRENDERO,5,2698.87,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00030,5493587120010,25010,B2533,ORGANIZADOR C/TAPA 10LTS,4,6526.15,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00031,5493587120011,25011,MK-6934,BALDE 10LTS M/PLASTICO BLACK MAKE,3,3187.59,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00032,5493587120011,25011,1523,LAMPAZO BARRENDERO 0.80MT GRANDE,5,10087.14,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00033,5493587120011,25011,SND-2521,LAMPAZO BARRENDERO PREMIUM 0.40MT CHICO,3,16846.49,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00034,5493587120012,25012,SND-2523,LAMPAZO BARRENDERO PREMIUM 0.80MT GRANDE,2,25987.85,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00034,5493587120012,25012,AER-559L,Aromatizante aerosol Fraganss 360ml LAVANDA,4,2972.50,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00035,5493587120012,25012,IJL07,JABON LIQ B/E PQR AZUL T/SKIP 5LTS,4,15078.96,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00035,5493587120012,25012,MK-6130,ABRELATA MARIPOSA MAKE,5,8432.28,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00036,5493587120012,25012,SND-2524,LAMPAZO BARRENDERO PREMIUM 1.00MT,5,28533.95,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00037,5493587120013,25013,160-03,Sahumerio empaste simple x100 CANELA,2,6219.42,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00037,5493587120013,25013,1522,LAMPAZO BARRENDERO 0.60MT MEDIANO,3,11578.31,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00037,5493587120013,25013,B2515,JARDINERA N° 65,2,12850.22,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00037,5493587120013,25013,FS-2020,ESCOBA AMERICA FS,1,4119.29,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00038,5493587120013,25013,1604,CABO MADERA C/ROSCA 1.50MTS,3,2298.56,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00038,5493587120013,25013,B3150,OLLA ALUMINIO N° 30,2,58890.50,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00038,5493587120013,25013,SND-2523,LAMPAZO BARRENDERO PREMIUM 0.80MT GRANDE,4,29886.03,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00039,5493587120013,25013,2600,"SOPAPA GOMA 4""",3,1834.13,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00039,5493587120013,25013,1802,BARREHOJA METALICO REGULABLE,3,16078.24,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00039,5493587120013,25013,1828,ESCOBILLON CERDA LISO C/CABO,2,9531.52,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00040,5493587120014,25014,FS-2020,ESCOBA AMERICA FS,5,3223.79,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00040,5493587120014,25014,1604,CABO MADERA C/ROSCA 1.50MTS,2,1798.88,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00040,5493587120014,25014,B2515,JARDINERA N° 65,5,10056.69,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00041,5493587120014,25014,SND-569,REJILLA AMERICANA SUN-D 35X43CM,1,708.92,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00041,5493587120014,25014,1950,CABO MADERA P/SOPAPA,3,507.38,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00041,5493587120014,25014,2601,"SOPAPA GOMA 4"" C/CABO",2,1939.10,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00042,5493587120014,25014,2601,"SOPAPA GOMA 4"" C/CABO",4,1939.10,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00042,5493587120014,25014,051-39,Esencia para hornillo PALO SANTO,1,1198.97,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00042,5493587120014,25014,1421,ESCOBITA INFANTIL,2,4612.50,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00042,5493587120014,25014,2572,SECADOR PLASTICO DOBLE GOMA 40CM,4,2111.60,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00043,5493587120015,25015,FS-701,ESCOBILLON CERDA LISO,2,5725.09,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00044,5493587120015,25015,3410,DETERGENTE ALBO 5LT,1,7001.88,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00044,5493587120015,25015,4200,LAVANDINA ALBO 1LTS,1,903.12,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00044,5493587120015,25015,B2510,JARDINERA N° 45,1,2972.70,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00044,5493587120015,25015,SND-2522,LAMPAZO BARRENDERO PREMIUM 0.60MT MEDIANO,5,19693.73,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00045,5493587120015,25015,160-12,Sahumerio empaste simple x100 LAVANDA,1,4596.96,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00046,5493587120016,25016,160-33,Sahumerio empaste simple x100 PALO SANTO,1,5408.19,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00047,5493587120016,25016,B3146,OLLA ALUMINIO N° 26,3,37825.68,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00047,5493587120016,25016,1828,ESCOBILLON CERDA LISO C/CABO,1,8288.28,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00047,5493587120016,25016,160-02,Sahumerio empaste simple x100 BENJUI,1,5408.19,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00047,5493587120016,25016,MK-6130,ABRELATA MARIPOSA MAKE,2,8432.28,1,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00048,5493587120016,25016,1828,ESCOBILLON CERDA LISO C/CABO,4,8288.28,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00048,5493587120016,25016,7000,PALA RESIDUOS CLIP COMUN,4,886.22,1,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00048,5493587120016,25016,FS-2021,ESCOBA EUROPA FS,5,3985.03,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00049,5493587120017,25017,7004,PALA RESIDUOS C/CABO ECONOMICA,1,1862.42,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00050,5493587120017,25017,LNN-248,BALDE C/ESCURRIDOR REDONDO 13LTS,1,7915.52,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00050,5493587120017,25017,MK-6127,ESCOBILLON 6 HILERAS,2,5750.01,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00051,5493587120017,25017,B2412,BALDE 12LTS M/PLASTICO FLORIDA 30X29CM,1,5837.17,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00051,5493587120017,25017,1830,ESCOBILLON CERDA BIGOTE C/CABO,2,11177.40,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00052,5493587120018,25018,1828,ESCOBILLON CERDA LISO C/CABO,5,7459.45,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00052,5493587120018,25018,B3146,OLLA ALUMINIO N° 26,2,34043.11,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00052,5493587120018,25018,B2490,MACETA COLOR N° 10,1,581.03,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00053,5493587120018,25018,B3250,OLLA ALUMINIO GASTRONOMICA N° 50 - 100 LTS,3,243549.43,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00053,5493587120018,25018,LNN-183,BALDE 10LTS M/PLASTICO ECONOMICO 24X28CM,3,2580.36,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00054,5493587120018,25018,B3140,OLLA ALUMINIO N° 20,5,21222.02,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00054,5493587120018,25018,SND-2522,LAMPAZO BARRENDERO PREMIUM 0.60MT MEDIANO,5,20852.19,3,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00054,5493587120018,25018,B3150,OLLA ALUMINIO N° 30,1,46088.22,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00054,5493587120018,25018,SND-2523,LAMPAZO BARRENDERO PREMIUM 0.80MT GRANDE,3,23389.06,3,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00055,5493587120019,25019,432D-10,Sahumerio triple empaste x10 LAVANDA,5,1055.09,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00056,5493587120019,25019,1521,LAMPAZO BARRENDERO 0.40MT CHICO,3,7101.66,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00057,5493587120019,25019,B2533,ORGANIZADOR C/TAPA 10LTS,4,6163.59,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00057,5493587120019,25019,ALB-1001,JABON LIQ B/E SUND VERDE T/ARIEL 20 LTS,3,15546.50,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00057,5493587120019,25019,150-02,Sahumerio empaste simple x15 BENJUI,3,893.77,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00057,5493587120019,25019,7416,PAÑO ABSORBENTE REJILLA SUND -OFERTA,1,552.37,4,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00058,5493587120020,25020,MK-70014,PRACTI DUO,1,22264.97,1,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00058,5493587120020,25020,4204,LAVANDINA ALBO 5LTS,5,4500.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00059,5493587120020,25020,3408,DETERGENTE ALBO 750CC,3,1114.27,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00059,5493587120020,25020,1830,ESCOBILLON CERDA BIGOTE C/CABO,5,9719.48,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00060,5493587120020,25020,1421,ESCOBITA INFANTIL,5,5125.00,1,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00060,5493587120020,25020,MK-6127,ESCOBILLON 6 HILERAS,3,5000.01,1,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00061,5493587120021,25021,A2470,ABRELATA MANIJA LOEKEMEYER,2,13064.18,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00062,5493587120021,25021,ALB-1001,JABON LIQ B/E SUND VERDE T/ARIEL 20 LTS,3,21033.50,2,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00062,5493587120021,25021,8030,TRAPO PISO MT CONSORCIO BLANCO 60*70,4,4247.39,2,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00062,5493587120021,25021,7000,PALA RESIDUOS CLIP COMUN,2,1019.15,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00063,5493587120021,25021,072-25,Veloncito aromático 5x3.5 PALO SANTO,2,2004.45,2,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00063,5493587120021,25021,1830,ESCOBILLON CERDA BIGOTE C/CABO,1,11177.40,2,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00064,5493587120022,25022,SND-2524,LAMPAZO BARRENDERO PREMIUM 1.00MT,2,25680.56,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00064,5493587120022,25022,B3150,OLLA ALUMINIO N° 30,1,46088.22,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00065,5493587120022,25022,FS-2035,ESCOBILLON BARREGRUESO,2,5510.26,3,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00065,5493587120022,25022,432D-10,Sahumerio triple empaste x10 LAVANDA,4,1117.15,3,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00066,5493587120022,25022,072-10,Veloncito aromático 5x3.5 LAVANDA,1,1568.70,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00066,5493587120022,25022,MK-6585,ABRELATA MANIJA MAKE,1,10006.62,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00066,5493587120022,25022,B2533,ORGANIZADOR C/TAPA 10LTS,1,6526.15,3,Pedido: 1 unidad (normalizado: 1 unidad; equiv: 1 unidad),true,false,false
P-00067,5493587120023,25023,FS-2021,ESCOBA EUROPA FS,2,3387.28,4,Pedido: 2 unidad (normalizado: 2 unidad; equiv: 2 unidad),true,false,false
P-00067,5493587120023,25023,150-02,Sahumerio empaste simple x15 BENJUI,3,893.77,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00068,5493587120023,25023,B2530,ORGANIZADOR C/TAPA 18LTS,5,10555.54,4,Pedido: 5 unidad (normalizado: 5 unidad; equiv: 5 unidad),true,false,false
P-00068,5493587120023,25023,072-10,Veloncito aromático 5x3.5 LAVANDA,4,1481.55,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
P-00068,5493587120023,25023,FS-2035,ESCOBILLON BARREGRUESO,3,5204.13,4,Pedido: 3 unidad (normalizado: 3 unidad; equiv: 3 unidad),true,false,false
P-00068,5493587120023,25023,1523,LAMPAZO BARRENDERO 0.80MT GRANDE,4,10087.14,4,Pedido: 4 unidad (normalizado: 4 unidad; equiv: 4 unidad),true,false,false
